Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
3		AI02_02	PM2.5	0.558724735	0.84343964	3.585539429	1.831054384	46	97.79818654	0	0.622288324	0	0.038169147	0.138080632	0.148336357	0.167159503	0.190173753	0.232282653	0.29176625	0.373554486
2		AI02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	10	0	0	78.99364829	0.346835237	0.543180108	1.846828498	1.970471069	2.20355913	2.494422346	3.021971323	3.774114698	4.804971069
4		AI02_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	19	63.2742703	15.47954381	0.044475784	0.018121194	0.03135982	0	0	0	7.89899677	7.703475654	5.549753085	0
6		AI02_02	PM2.5	4.246307982	2.325202624	8.470610535	1.344646339	117	45.38392723	0	9.32629481	0	5.335918069	2.953748219	9.353029728	0	0	0	8.671490848	18.97559166
5		AI02_02	PM2.5	1.117449469	1.192803778	3.694289147	0.971905435	25	72.77958393	0	3.430568054	0.023337765	18.80792826	2.634068206	1.423174795	0	0.216839416	0.26369819	0	0.420793984
8		AI02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	23	38.23601604	19.6729973	1.415069215	1.088925079	0.01622065	12.6905337	26.88023746	0	0	0	0	0
11		AI02_02	PM2.5	0.446979788	0.754395348	2.874801954	1.471357183	25	74.65934157	17.04977602	0	0	0.202050479	0.72484347	0.778748048	0.876146089	0.997618958	1.219446212	1.53164519	1.96038913
9		AI02_02	PM2.5	1.676174204	1.46088031	5.224513816	1.295873913	72	33.69728327	9.628402442	0.154391839	0.19340791	0.748779392	22.20085114	9.152793884	0	4.21098657	0	12.82510012	7.187993079
10		AI02_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	39	59.72085595	0	0.863864366	39.41527605	0	0	0	0	0	0	0	0
12		AI02_02	PM10	7.263421549	3.04106487	11.08286744	1.345715218	254	55.2383244	4.746017978	4.691772163	0	18.97191256	5.658140779	0	0	0.082467491	0	4.909043387	5.702313781
13		AI02_02	PM2.5	3.911073142	2.231531534	7.388578295	1.110749069	155	53.24370265	0	5.168205127	0	15.11956602	6.192271784	16.26696885	1.839045808	0	2.170242183	0	0
15		AI02_02	PM2.5	3.464093354	2.100147767	6.754738484	1.048135976	137	67.47511029	0	0	0	12.10152879	5.401008949	0	0	15.02235979	0	0	0
14		AI02_02	PM2.5	1.005704522	1.131593022	3.508641765	0.974087097	56	34.56483781	0	0	3.806107491	16.54308438	0	0	4.575502127	28.52803767	11.9824335	0	0
16		AI02_02	PM2.5	3.128858513	1.995942481	9.552642774	2.320872518	68	65.52488804	0	16.09473675	0	0.040998473	0	9.315044433	9.024322778	0	0	0	0
17		AI02_02	PM10	7.486911443	3.087496027	12.95253482	1.783187359	196	62.98972964	2.057735249	0	0	0	0	0	0	2.265307307	5.0175488	6.079447269	21.59022689
21		AI02_02	PM2.5	2.123153991	1.644166543	6.67784082	1.671401419	63	34.13942158	5.039538071	0.772558525	0	0.063696533	1.996084675	9.943768382	15.18145651	32.86347389	0	0	0
22		AI02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	14	72.82273769	0	3.788165748	0.607656874	22.7814436	0	0	0	0	0	0	0
19		AI02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	38	48.9379853	0	41.10554457	7.126162946	0	0.456849113	0	0	0.847669318	0.440718094	0.476682233	0.608393503
20		AI02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	31.27385974	7.530392706	0.168137974	1.027806941	11.46272495	0	3.325146809	5.987383798	0	6.300957501	0	32.92359114
23		AI02_02	PM2.5	1.78791915	1.508790696	4.776321387	1.015381726	103	78.31790447	3.694455698	0.785058085	0.515042618	13.60796392	0	0	0.18217765	0.034178651	0.156016694	0.43750559	2.269699425
24		AI02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	12	19.93149519	64.31382895	0	3.881286457	0	1.069284137	1.147158071	1.288830023	1.465825271	1.788639836	2.244220302	2.869437262
26		AI02_02	PM2.5	1.117449469	1.192803778	3.694289147	0.971905435	37	18.85084212	3.863699734	0	0	23.79024476	0	0	5.260789022	2.263519168	32.90987909	10.16995981	2.891071327
25		AI02_02	PM2.5	1.229194416	1.251023157	4.142481576	1.110940318	52	16.9655636	5.674216151	2.847935073	4.240429401	12.16872111	0	14.04663771	0	1.387543418	33.51567686	6.853056699	2.300222777
27		AI02_02	PM2.5	0.223489894	0.533438066	1.607122332	0.919665974	23	19.87905055	35.35507619	2.620919049	0	18.30933243	15.64200968	7.232683152	0	0.96091954	0	0	0
28		AI02_02	PM2.5	2.570133779	1.808976496	6.492193438	1.305020426	78	51.45558119	27.85473168	0.182544324	0	3.481176123	7.771343738	1.490904111	0	0	0	7.763724029	0
