Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
2		WN02_02	PM2.5	0.670469681	0.923941834	3.322994383	1.310600129	39	27.77038813	20.45188844	23.80070239		0.014103472	0	0	0	0	3.487550095	17.24973619	0	7.225634158
1		WN02_02	PM2.5	2.346643885	1.728536893	6.492193438	1.429308085	155	51.10011697	21.97555602	0		10.09969935	0.528698554	2.933476865	0	0	0	0	13.36245239	0
3		WN02_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	34	10.32078192	0.177150196	1.127484534		0	0.108255714	0	0	0.0312905	0	17.02700704	13.31810355	57.88993239
9		WN02_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	15	78.29949856	0	13.95044029		0.106556236	0.187903177	0.670344708	0.719465734	0.809130073	0.920346659	1.123349462	1.409766078	1.803197712
10		WN02_02	PM2.5	1.564429257	1.411344463	5.038866433	1.291516324	66	0	28.1711489	1.198979653		22.25338519	8.426872641	0	0	0	9.191641212	1.064073667	29.6938926	0
13		WN02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	28	0	7.084824145	0		10.75118557	0.102589501	0	0	37.09435463	20.73488533	13.54472339	6.181685627	4.505757242
11		WN02_02	PM2.5	3.128858513	1.995942481	6.229648392	0.987032111	138	27.32344568	9.267378598	8.538278192	16.78716391	0	0	0	0	3.975718096	4.38683182	2.510964312	3.923037276	23.2871756
14		WN02_02	PM2.5	1.676174204	1.46088031	5.487058862	1.429388295	61	81.0069561	0	2.369840443		11.40731126	0	1.551478822	3.365988284	0	0	0	0.298430491	0
16		WN02_02	PM2.5	2.011409044	1.600314199	5.224513816	1.079894928	78	24.13947433	0	17.73376763		5.57583794	0	0	0	5.535488576	31.07013404	12.9996419	2.945658192	0
17		WN02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	24	0.173825689	19.70721781	0		0.012387778	0.018829142	0	0	45.22206783	32.08061159	0	0	2.785054781
15		WN02_02	PM2.5	1.117449469	1.192803778	3.956834194	1.114956559	61	8.412193507	16.7327553	23.76231253		0.00623629	0.008092872	1.840535551	10.36656275	14.04959857	21.10652179	2.288757823	0	1.426436566
18		WN02_02	PM2.5	0.446979788	0.754395348	2.79790429	1.393695698	21	64.35297132	0	0		0.045601488	3.53715457	4.058759287	12.91646063	7.83983916	0	0	7.24921152	0
19		WN02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	18	85.69957614	0	0		0.227045105	0	0	0	0	0	14.07336891	0	0
20		WN02_02	PM2.5	1.340939363	1.306651072	4.328128958	1.111684066	69	26.508376	15.52096605	16.47610813		0	0.010036454	0	0	0	0	0	36.48484051	4.999671131
21		WN02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	12.27997467	0	0		11.75717115	0.020646579	20.04013211	55.90206981	0	0	0	0	0
22		WN02_02	PM2.5	1.676174204	1.46088031	4.513776341	0.967277432	91	4.581280425	18.75981241	58.92955065		0	0.023471162	0	0	1.42346872	0.491103856	6.69362247	9.097691625	0
23		WN02_02	PM2.5	2.011409044	1.600314199	5.410161198	1.158004236	95	21.53878659	0	4.820097983		0	0	17.95733273	3.185124323	0	17.83361733	0	15.65766931	19.00737286
27		WN02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	14	46.05069757	0	43.90562475		5.562385172	0	0.407202309	0.435733143	0.489266636	0.554879243	0.674236985	0.843575224	1.076405402
24		WN02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	37	44.73426044	0	1.760708354		0.181987952	0	31.80857003	17.75250584	0	3.761964664	0	0	0
26		WN02_02	PM2.5	0.893959575	1.066876133	5.007014378	2.23166978	83	63.94058466	14.23521489	0.841472019		0	4.948947579	0.811392907	3.961399198	4.34011519	0	0.248312019	6.672564149	0
25		WN02_02	PM2.5	4.022818089	2.263186044	7.75987306	1.191156913	158	21.99105471	5.473794043	20.25354505	24.76734072	0.654649967	2.664692514	0	0	7.560479641	8.815571666	0	7.818862796	0
28		WN02_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	37	88.24782968	0	5.727834255		0	0.146840815	0.52710725	0.56614182	0.637146877	0.725140283	0.885882694	1.112416387	1.423663367
30		WN02_02	PM2.5	0.670469681	0.923941834	3.322994383	1.310600129	27	25.78402162	0	5.267841741		0.006548149	0.010205915	3.924860805	4.943276569	27.91179419	25.9734869	0	2.635013685	3.542951494
32		WN02_02	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	29	41.03481174	0	11.62417233		0	0.038457269	0	0	25.09336174	22.2091943	0	0	0
31		WN02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	20	60.57378054	0	0		0.13279682	0.061783002	0	0	7.853765786	0	0	31.37787282	0
33		WN02_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	35	71.39300704	0	16.75679982		4.840258509	6.48919642	0	0	0.244001253	0.276738591	0	0	0
35		WN02_02	PM2.5	1.117449469	1.192803778	3.694289147	0.971905435	45	33.70219171	46.74414396	1.375390217		0	0	4.428432509	12.28552833	1.464309823	0	0	0	0
36		WN02_02	PM2.5	2.793623673	1.88598837	6.306546055	1.132936	105	33.69200528	26.48484409	0		0.017140723	1.119318977	0	0	15.5323416	0	0	7.106162608	16.04818553
37		WN02_02	PM2.5	2.011409044	1.600314199	5.410161198	1.158004236	63	48.61018956	14.9357602	0		1.366246305	0	8.0409877	13.06006759	0	0	0	13.98674548	0
40		WN02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	17	31.13793135	28.05798054	4.30556722		4.366238043	0.061059021	0	0	0	32.07122684	0	0	0
41		WN02_02	PM2.5	1.117449469	1.192803778	4.328128958	1.33402088	51	83.43375325	0	7.436183095		8.361343294	0.020836585	0.074408995	0.07978552	0	0	0	0.593693275	0
43		WN02_02	PM2.5	1.229194416	1.251023157	4.590674005	1.364339536	37	30.46895564	24.05981719	8.162518591		0.011026063	0.044862539	0	6.171083078	16.39343053	5.21919243	0	9.469108284	0
