Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
4		PD02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	10	87.16781735	0	0.048234957		12.71077543	0.073178677	0	0	0	0	0	0	0
1		PD02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	36	80.37078977	0	10.70514172		5.810808018	0.024119891	0.085879845	0.092059205	0.11859556	0.117612362	0.143593433	0.213858811	2.317550406
2		PD02_03	PM2.5	0.893959575	1.066876133	3.694289147	1.214881794	41	45.87803483	3.602998331	6.793222576		0.626180368	1.975106634	0	0	1.115893666	0	0.914897397	4.731032625	34.36263204
6		PD02_03	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	31	92.88265705	0	0		0	0	0	0	0	0	0.439331308	6.678007543	0
11		PD02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	26	0	0	1.734251156		0.512588443	0.033130319	0	44.6521908	36.52799428	0	2.424151264	14.11569268	0
7		PD02_03	PM10	9.051340699	3.394779067	10.89722006	1.044019634	321	51.61720514	0.284012547	12.59957552	14.25026655	5.309417844	0	0	0	0	0	0	12.32667193	3.612846136
9		PD02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	29	60.89808345	22.3296687	0		0.017057238	15.11973143	0	0	0	0	0	1.63545683	0
10		PD02_03	PM2.5	2.458388832	1.769213915	6.044001009	1.18246588	95	20.76446712	16.08734578	9.717357159		0	1.22563513	0	0	9.540074319	1.874443516	0	0	40.79067707
13		PD02_03	PM2.5	1.45268431	1.360005555	4.590674005	1.154441146	66	51.01835132	1.216296386	17.3148036		2.104442567	0.956260879	8.911558986	18.47829521	0	0	0	0	0
15		PD02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	29	52.78142095	45.44507861	0		0	0	0.051068258	1.286269538	0.436166534	0	0	0	0
17		PD02_03	PM2.5	4.69328777	2.444520318	8.022418106	1.091248192	206	66.26469493	0	5.440168828		0	0.101776549	0	0	1.668025367	16.95322841	7.467912883	2.104182728	0
19		PD02_03	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	53	46.08807564	11.64969802	0		0.004268616	5.654375255	0	0	0	0.529440166	26.29856467	0	9.775577486
18		PD02_03	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	25	2.392177097	14.43979293	5.606964231		0	0	1.240113284	2.253105491	5.160195008	6.627521664	0	51.82191133	10.45823172
21		PD02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	24	0	63.57533336	14.11363184		0.033388418	5.49108088	1.748394594	8.1175901	6.920573115	0	0	0	0
20		PD02_03	PM2.5	2.123153991	1.644166543	6.306546055	1.490705263	101	45.96024454	0	8.649202436		0.032072168	7.385194302	0	5.491983145	19.06817853	3.710357472	3.780131787	2.986310795	2.936329134
23		PD02_03	PM2.5	1.45268431	1.360005555	4.328128958	1.026169907	68	32.93761015	0	0		0.0171269	4.440701753	9.566004574	0	0	0	0	53.03856134	0
27		PD02_03	PM10	7.375166496	3.06436839	19.18218321	3.970218204	336	48.84781837	10.37531346	0		2.984724753	0.880806986	0	15.00843465	3.743964806	0	0	0	18.15893799
28		PD02_03	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	48	44.69058812	42.02555418	7.482359558		5.591798574	0.011555592	0.153865304	0.044277598	0	0	0	0	0
33		PD02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	31	22.29848355	0	32.05156624		13.24992329	22.42425233	0	0	0.398555445	0	1.162551902	5.395400152	3.01926136
29		PD02_03	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	24	0	1.64600499	19.77886856		0	0.036114865	0	14.26639259	44.61786151	19.65475678	0	0	0
31		PD02_03	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	22	48.3427912	27.68174112	4.502457008		17.59018451	0.032382359	0.114148564	0.122212851	0.137351779	0.155811664	0.189509382	0.237203669	0.894203968
32		PD02_03	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	35	74.35913086	0	1.115709171		0.215113116	18.12670231	0	1.966879703	0.916955527	0	3.299508244	0	0
30		PD02_03	PM2.5	4.581542823	2.415243569	8.470610535	1.246257583	148	63.54579926	0	23.83847237		0.554025685	6.062869355	0	0	0	3.675719723	0	2.323112451	0
34		PD02_03	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	46	30.82368076	0	18.11695248		0.014816078	0	0.909077283	0	0	23.3028844	17.35789329	6.426777691	3.047914244
35		PD02_03	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	43	39.73640203	0	27.29953229		0.018259906	0.22274279	0	0	0	0.139866793	32.31554627	0	0.267646625
39		PD02_03	PM2.5	2.123153991	1.644166543	5.858353627	1.286351947	90	54.54719663	0	4.621012881		0.143321184	1.8527098	19.51257735	8.321919292	0	11.00125611	0	0	0
37		PD02_03	PM10	20.67281518	5.13044304	18.5483434	1.324343882	586	67.95983911	0	7.94479996	21.34851515	0	0.74686748	0.022158824	0	0	0	0.627966039	0	1.349847671
38		PD02_03	PM2.5	1.005704522	1.131593022	3.87993653	1.191156913	38	47.10563123	20.69530785	0.310321734		0.623614946	0.020498314	0	0	0	26.58477724	0	4.659848288	0
41		PD02_03	PM2.5	4.134563035	2.294403878	7.388578295	1.050708578	129	25.98239779	0	14.168863		0.329275057	2.706588432	14.52931762	14.29617554	1.477237605	1.119054668	0	17.03584194	8.3552517
40		PD02_03	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	39	80.32226563	0	0		6.233993918	11.49998456	0.073604914	0	0	0.16013335	1.557268668	0.152746856	0
44		PD02_03	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	26	32.88222849	47.47545123	0		0	19.18804497	0.454278663	0	0	0	0	0	0
45		PD02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	6	0	1.792131551	87.91334629		0.167568959	0.264697918	0.90482654	0.965635944	1.081189886	1.223729923	1.482070517	1.849810593	2.354993112
42		PD02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	39	10.13014019	21.18346691	0		0	0	52.92662382	9.160108119	0	6.599666923	0	0	0
43		PD02_03	PM2.5	4.134563035	2.294403878	7.651123341	1.126706824	161	49.55585301	0	0.358467014	17.22036451	2.469321899	0	11.2674877	9.593090415	7.252741605	2.282684669	0	0	0
46		PD02_03	PM2.5	1.005704522	1.131593022	3.508641765	0.974087097	59	32.39674568	0	7.077927887		0.678111939	6.678575277	2.284236439	5.340259895	3.971512988	0	1.71482563	0	39.8578018
47		PD02_03	PM2.5	2.234898938	1.68687928	5.410161198	1.042203812	79	31.86175227	6.821999699	9.392555803		0.353599316	0.004881766	4.355300963	6.498490274	9.598115087	0	5.251569301	3.636668995	22.22506851
48		PD02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	16	52.46422291	12.15593144	8.302886784		0.046781354	0	3.143715113	3.701618314	0	0	0	20.18483877	0
50		PD02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	25	0	31.83698654	0		0.059168146	0.091329264	0	0	26.49987042	0	12.51525134	22.52316773	6.474220753
49		PD02_03	PM2.5	4.134563035	2.294403878	7.574225677	1.104172688	144	43.66613925	10.00562683	5.706844851	22.78439403	1.709490269	7.73023814	0	0	0	5.691294372	0	2.705971338	0
