Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	K Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
1		DI02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	52.10270286	34.02261436	0		0.048217337		0.996142533	0.306885666	7.748439163	3.297562152	0	0	0.64779981	0.829630159
3		DI02_03	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	32	11.71753854	62.04945445	24.65976775		0		0.082179887	0.291995658	0.31301633	0	0.399651565	0.486396858	0	0
4		DI02_03	PM2.5	2.90536862	1.923338301	6.229648392	1.062957658	110	23.41893762	17.94960946	15.88076651		1.619799621		0	0	0	9.393630177	0	0	27.90225446	3.834993765
5		DI02_03	PM2.5	1.78791915	1.508790696	5.038866433	1.130076784	79	59.15657878	2.645255812	5.127252638		6.240086257		0	0.592289492	0.301646581	0	0	20.44654638	5.4903429	0
7		DI02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	10	59.38546062	0	2.457158454		0.025848323		0.043142107	1.313746907	0	7.109192014	15.31059742	14.35485184	0	0
6		DI02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	15	81.36742711	1.693290286	10.84934473		3.662834689		0.059562136	0.21310884	0.228634942	0.257346593	0.292462693	0.356592122	0.447320472	0.572074251
8		DI02_03	PM2.5	3.799328195	2.199421492	7.574225677	1.201599689	130	55.41318655	1.283903886	25.80910623		5.848466605		4.561784118	0	0	0	0	2.378466539	4.705073312	0
9		DI02_03	PM10	10.05704522	3.578411335	11.60795753	1.06618202	333	49.85170066	13.35324943	10.29414237	19.51645017	0.067022844		0	3.315687552	0.28239293	0	3.036894463	0	0	0.282468111
10		DI02_03	PM10	6.034227133	2.771825501	9.366995392	1.15709521	272	47.65168428	0	0.771597913	37.64272928	1.149524841		0	4.741941392	0	0	6.908778101	0	0	1.133738458
11		DI02_03	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	25	45.39505243	43.47368479	0		0		0	0	0	0.159362273	0	1.824339479	9.147562087	0
13		DI02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	14	7.488987595	27.7297169	4.522783309		0.162700389		0.053659175	2.322719432	1.920720004	12.18297109	19.92168128	23.69406819	0	0
16		DI02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	6	44.74922419	50.43578148	0.28086456		0.060856255		0.109055429	0.391609501	0.420529349	0.473374594	0.538573973	0.657701585	0.82574524	1.056688093
15		DI02_03	PM10	7.039931655	2.993913722	10.18648259	1.172924849	224	53.47943306	23.83828014	0		0		20.00405639	0.149712211	0	1.227382384	1.301137824	0	0	0
14		DI02_03	PM2.5	3.464093354	2.100147767	8.022418106	1.478465292	94	42.33684838	2.153723501	0		10.87797806		0.01536463	0	21.4930892	7.474628091	0	2.554831095	0	13.09354305
17		DI02_03	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	32	51.49526	25.29533803	18.76865178		0.045949014		1.545349136	0	0	0	0	2.84945555	0	0
19		DI02_03	PM2.5	2.346643885	1.728536893	5.858353627	1.163842238	90	61.97935343	7.332327962	11.77297011		6.364640594		0.159060606	0	2.520927228	0	0	8.932522684	0	0.938201137
18		DI02_03	PM2.5	2.346643885	1.728536893	5.672706244	1.091248192	79	40.69833159	5.368721113	7.672771066		1.71930287		10.53301692	15.93002677	12.31351718	0	0	0	5.764311925	0
20		DI02_03	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	15	37.75563538	9.93071273	2.655139938		0.01376178		0.022398798	0	0.256062998	29.80050147	19.56578046	0	0	0
21		DI02_03	PM2.5	1.340939363	1.306651072	4.142481576	1.018361958	80	37.77792752	38.06231022	1.209976245		4.043371975		1.331385691	0	17.57502556	0	0	0	0	0
24		DI02_03	PM10	11.62147448	3.846676601	15.14845135	1.571322671	388	50.09502172	17.5361231	0		13.07433993		0.323497877	0	0	0	1.274939347	12.33990937	5.356175452	0
