Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
1		TT03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	32	0	16.2398085	4.202729836		0.023065062	76.97243094	0.822563842	0.226397463	0.210144999	0.235872739	0.281714788	0.347406464	0.437865872
2		TT03_02	PM2.5	1.005704522	1.131593022	4.142481576	1.357815944	48	50.50185919	16.53344184	27.4494946		0.005913815	0.680304226	0	0	2.670850232	0	0.41494933	1.210029703	0.533161312
7		TT03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	30	50.21977425	18.73444766	6.339742243		0.289116311	6.745169312	0	0	6.873309612	0	3.275468573	5.839058012	1.683912054
9		TT03_02	PM10	11.06274974	3.75306947	13.98952145	1.407773433	347	49.70315397	20.19737363	5.188704655		0.001070918	1.898861863	0	7.429102063	0	0	0	15.58173746	0
8		TT03_02	PM2.5	1.340939363	1.306651072	4.328128958	1.111684066	64	58.70202184	20.50355822	5.510707572		0	0.508149853	0.161206501	5.488366261	7.525420189	0.923153479	0	0	0.677421596
13		TT03_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	40	38.13435435	2.45061703	0		0	25.2469629	0	0.512929913	7.595951855	2.050511912	0	20.00208497	4.006589949
11		TT03_02	PM2.5	1.117449469	1.192803778	4.142481576	1.22203435	75	42.2922641	11.71101481	0.839889329	37.14267015	0	3.75741981	0.534322811	1.952676661	1.769738458	0	0	0	0
14		TT03_02	PM2.5	0.670469681	0.923941834	2.874801954	0.980904789	29	68.07681918	0	0		2.704076655	0.028214432	0	0	0	0	0	29.19089198	0
12		TT03_02	PM2.5	3.24060346	2.03127164	6.492193438	1.0350162	135	45.22425532	6.447163224	1.473722234	32.99881518	1.062914263	0	0	0	0	0	6.478846818	4.576741904	1.737533882
16		TT03_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	14	57.1021378	0	23.46577793		3.690796718	0	0	5.937319994	1.110335439	0	8.693626523	0	0
18		TT03_02	PM2.5	1.117449469	1.192803778	5.224513816	1.94381087	61	25.38686991	10.98490655	2.95422785		0	25.87424517	0	0	8.4733136	8.216998726	0	0	18.1094408
19		TT03_02	PM2.5	1.45268431	1.360005555	4.776321387	1.249700586	78	22.78420478	0	21.73103541		1.180022862	0	8.031278849	10.82401797	12.59519905	0	0	22.51746207	0.336782378
15		TT03_02	PM2.5	1.564429257	1.411344463	4.776321387	1.160436259	70	57.76979923	14.1705513	2.542270906		0	15.34662545	0	0.12652888	6.10947907	3.934749216	0	0	0
20		TT03_02	PM10	13.85637342	4.200295535	19.52162592	2.188630919	498	57.7311933	4.520516843	1.161146257		1.529347524	32.6320827	0.00329294	2.422420308	0	0	0	0	0
21		TT03_02	PM2.5	1.117449469	1.192803778	3.694289147	0.971905435	43	38.653332	12.19299957	4.716945067		0.236523873	17.70368665	0	1.602259092	9.714926034	15.17932713	0	0	0
23		TT03_02	PM2.5	3.911073142	2.231531534	9.366995392	1.78523261	238	38.83951902	10.5018124	0	33.95639062	0	1.963707618	0	0	0	1.309162006	0	6.923163682	6.506226957
22		TT03_02	PM2.5	2.346643885	1.728536893	5.858353627	1.163842238	106	21.48688883	0.692763785	1.378836948	31.67104125	0.630747108	4.242317006	3.960691765	8.207050711	5.9997309	5.75080514	4.197581857	1.48801906	10.29352844
24		TT03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	12	31.29965067	0	11.77213266		0.016669018	0.026189606	1.199899707	0.294556958	6.419543922	13.09132576	0.624146685	24.62709099	10.62878519
25		TT03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	24	68.01464558	0	0.117023941		0.007284766	31.86105192	0	0	0	0	0	0	0
26		TT03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	20	40.80944359	0	41.81170464		0.03190664	0	1.786081307	8.560433984	7.000429928	0	0	0	0
27		TT03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	18	33.88738334	48.03962111	0.195068796		0.045844069	15.96868187	0.103508623	0.110739004	0.124366675	0.141072576	0.205743569	1.17797032	0
