Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
7		CA01_03	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	49	31.26047552	15.59695452	11.33613661		0.005375206	3.84285748	0	0.539048621	0	0	0	0.169677322	37.24946976
6		CA01_03	PM10	15.97952741	4.510628138	14.59150921	1.060294801	545	63.66577744	0	10.68870053	25.64552128	0	0	0	0	0	0	0	0	0
10		CA01_03	PM2.5	2.123153991	1.644166543	5.224513816	1.023058353	102	58.19441676	0	3.968631849		0	0.98217763	3.306724876	0	0	0	0	0	33.5480541
11		CA01_03	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	28	71.5444386	9.968736023	0		0	16.15573019	0.211719726	0.226594205	0.25456124	0.288678263	0.350742694	0.438823272	0.559976278
12		CA01_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	41	73.28733206	13.90607953	0		0.009998937	0.962487329	0	0	0	10.19061506	1.643489674	0	0
14		CA01_03	PM2.5	3.128858513	1.995942481	7.01728353	1.252397696	172	47.33123481	0	3.139948845	27.80745029	0	0	0.617816532	0	0	5.555166677	0	7.799965888	7.748412341
16		CA01_03	PM2.5	1.117449469	1.192803778	3.694289147	0.971905435	62	69.51500177	0	16.04558825		0.980225578	0	3.718133271	5.335361138	4.405675828	0	0	0	0
17		CA01_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	64.65245485	32.22383559	0.154874288		0.03933766	0.071134436	0.256302906	0.275277137	0.310028903	0.352717214	0.430762256	0.540919509	0.692349439
18		CA01_03	PM2.5	3.911073142	2.231531534	8.393712871	1.433515575	80	17.79901236	0	1.366983913		0	8.963493258	14.81016725	17.33346134	14.66698498	0	13.42670172	11.63318604	0
20		CA01_03	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	23	53.43060493	39.97586966	0.137998292		2.566915005	2.411593683	0.132978859	0.142657803	0.160600664	0.182483078	0.222447701	0.279025873	0.356834079
19		CA01_03	PM2.5	3.575838301	2.133752265	6.940385866	1.071962265	114	68.14075708	0	0.730124163		0.53210808	27.10937858	0	0	0.64510135	2.813378535	0.029149125	0	0
22		CA01_03	PM2.5	0.446979788	0.754395348	2.79790429	1.393695698	16	31.80853426	60.92594862	0.24752575		5.613630638	0.034502428	0.123392744	0.132354605	0.148987782	0.169265876	0.20629447	0.258728024	0.33083905
21		CA01_03	PM2.5	3.687583248	2.166835669	10.44902763	2.356134388	105	74.42440391	0	8.51335004		1.345340442	13.91277611	0	0.185509992	1.036545821	0	0.12620386	0.260050129	0.195827195
