Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
1		WN03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	22	8.128876239	14.0379265	1.162560377		0.011319442	0.022798099	51.2162745	20.35606354	0	5.064186826	0	0	0
3		WN03_02	PM2.5	1.005704522	1.131593022	3.956834194	1.238840621	52	42.65554845	36.75923049	0		0.495694904	7.896418869	0	0	0	0	12.19311431	0	0
5		WN03_02	PM2.5	1.899664097	1.555225852	5.224513816	1.143418159	92	23.35082889	0	0		1.244724076	0	4.651454091	7.708761841	5.592030659	0	5.454910547	33.28132033	18.71596575
6		WN03_02	PM2.5	0.670469681	0.923941834	2.874801954	0.980904789	63	63.99741769	0	1.454665419		5.088	0	24.81198311	0	0	4.647930712	0	0	0
7		WN03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	71.10773325	0	25.01604259		0.543513196	0.082318991	0.293102115	0.314301113	0.353569956	0.401682779	0.489477674	0.613718806	0.784535892
8		WN03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	19	0	50.0683248	46.14534378		0.056288426	0.094286521	0.330267195	0.353433564	0.396925444	0.450165989	0.547034899	0.684469566	0.873461179
10		WN03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	47	48.37628305	8.596308529	1.192340162		0.006977593	0.014882926	32.1778506	5.584323034	0	4.05103527	0	0	0
12		WN03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	29	0	68.65208149	2.424251661		0.023114023	26.69306099	0.594086526	0	0	0.596813718	0.281747337	0.323366723	0.411492493
9		WN03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	24	0	0	0		0.061498594	0.088300614	8.598189056	18.39191169	0	0	0	72.86009789	0
11		WN03_02	PM2.5	2.234898938	1.68687928	5.487058862	1.072041222	100	57.09081292	7.209373266	23.43089432		0.006858577	0	0	0	0.175721548	0	12.08633855	0	0
13		WN03_02	PM10	6.034227133	2.771825501	15.56479173	3.194884116	226	64.81249332	2.963416278	0		0	0	0	0	18.19120944	0	8.378709853	0	5.654169247
14		WN03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	37	28.03058028	12.27763742	15.37823081		0.006608295	0.108337076	0	0	13.95884901	30.23976684	0	0	0
15		WN03_02	PM2.5	3.911073142	2.231531534	9.629540438	1.886710736	150	52.29908228	9.643150866	8.693511039		2.480827272	0	26.88342035	0	0	0	0	0	0
16		WN03_02	PM2.5	0.558724735	0.84343964	3.060449336	1.33402088	18	66.43388867	14.08731341	17.17381477		0.031483776	0.055804366	0.199631625	0.214170921	0.241068937	0.273956684	0.33401805	0.418997696	0.535849947
18		WN03_02	PM2.5	0.558724735	0.84343964	3.060449336	1.33402088	40	43.55543256	49.37215745	0		0.021932481	5.709008873	0.12098545	0.129729731	0.145996013	0.165816909	0.201990572	0.253236387	0.323717692
17		WN03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	29	56.47693276	0	41.66893661		0.10831987	0	0	0	0	0	0	0	1.74581036
19		WN03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	0	62.94366121	25.29598475		0.172309321	0.291251508	1.022479217	1.095327176	1.22956913	1.396476943	1.700525545	2.130852453	2.721571922
24		WN03_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	43	26.52602494	30.09536266	4.92351912		0.04320927	0.019965708	0	0	0	38.39192092	0	0	0
25		WN03_02	PM2.5	2.123153991	1.644166543	5.410161198	1.097056644	110	38.15692663	0	0	42.05219746	3.741365299	0.600457657	9.003299475	0	0	0	4.076431692	2.36933399	0
28		WN03_02	PM2.5	3.128858513	1.995942481	8.918802963	2.0231	124	65.96503258	0	0		17.50268042	15.57669044	0	0	0.287928665	0.109948963	0.133160304	0.2128992	0.211666408
30		WN03_02	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	46	33.1885159	6.026264653	0		0.009726141	0	15.93834907	21.43362164	13.19755167	0	0	10.20596921	0
31		WN03_02	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	41	8.657950908	0	13.37523162		0.011723294	7.091822475	0.808230136	1.509077847	0.834459998	0.439679716	0	57.0080936	10.26372835
32		WN03_02	PM2.5	2.123153991	1.644166543	5.224513816	1.023058353	87	0	39.36524689	0		18.73473376	0	3.180326521	2.80054491	1.916408166	3.225558624	0	25.63516796	5.142006651
35		WN03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	14	0	4.388581961	0.110451167		0.01805135	0.027244532	62.62568235	32.829988	0	0	0	0	0
36		WN03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	30	12.78712004	66.76380634	13.80889565		0.050250365	4.57598865	0.319319079	0.342172338	0.384817761	0.43657925	0.531049538	0	0
37		WN03_02	PM2.5	2.681878726	1.847883667	6.492193438	1.250644575	98	25.72475076	0.399384787	17.05517769		0.627768645	0	5.500838906	24.46315587	11.34297326	10.71344241	0	0	4.172516242
38		WN03_02	PM2.5	1.899664097	1.555225852	4.96196877	1.031386338	99	2.668979578	24.77845252	2.739790082		0.188907853	0	0	0	5.814871937	4.959430173	2.83195693	3.99547182	52.02214718
39		WN03_02	PM2.5	2.011409044	1.600314199	4.96196877	0.974087097	70	54.98694181	0	1.208294462		7.003088295	0.010022838	0	0	0	0	16.31639451	18.7405616	1.734685153
