Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
5		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	27	92.47633815	0	2.070160396	0.040827139	3.690107912	0.272090989	0.292090769	0.328992167	0.37375188	0.455652829	0	0
1		SF03_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	29	92.95908809	0	0.053795945	0.092850626	0.167444954	0.602317788	0.647244742	0.728468411	0.82954606	1.014199015	1.274048258	1.630991884
3		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	14	0	87.60432601	0	0.173582672	0.302082044	1.072316803	1.15076974	1.293019392	1.471092738	1.79593917	2.254080214	2.882778272
6		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	25	0	4.269748554	0.05873334	0.006251204	0.009224325	14.83193338	22.73545414	38.39074671	0	8.055108786	5.897579715	5.745233223
7		SF03_02	PM2.5	3.24060346	2.03127164	8.810053244	1.905993042	117	46.26424015	39.7444725	0	0.010053333	0	0	0	3.883256391	0	2.341858484	6.130869687	1.62524581
8		SF03_02	PM2.5	0.446979788	0.754395348	2.874801954	1.471357183	16	17.17604399	1.105991192	0.117223314	0.01349691	1.527108159	0.84448792	1.678320952	0.954168756	0.492112851	0	64.47930932	11.61174476
10		SF03_02	PM2.5	1.005704522	1.131593022	3.431744101	0.931857543	50	72.14848399	14.47955966	0.546640484	1.230077352	2.286893129	3.72203663	4.339606315	0.550371781	0.234457082	0	0	0.461883051
9		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	13	0	0	0	1.952612214	0.029751795	65.58673382	26.00004077	0	6.430864334	0	0	0
12		SF03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	37	90.9740448	0	0	0.023572384	5.832384899	0	0	0.189509534	0.398200564	0	0	2.582290024
15		SF03_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	33	19.920367	10.89292541	0.098907237	0.900488161	0.01683702	0.700759329	1.413956378	0.810046773	0.416109897	0	54.91218567	9.917414933
16		SF03_02	PM2.5	2.234898938	1.68687928	5.410161198	1.042203812	80	69.74041462	19.54288483	0	0.013881437	1.44800609	1.157975197	1.574581861	0	0	0	6.522265077	0
18		SF03_02	PM2.5	4.358052929	2.35559872	7.574225677	1.047548447	114	40.81259072	19.71979439	0	0	0.390739366	8.277893066	3.86884585	0	0	1.303333417	22.49013186	3.136669844
17		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	39	79.11224365	0	0	8.199734241	0	0	0.433693687	0.406449242	1.83893051	0	0	10.00894159
19		SF03_02	PM2.5	2.458388832	1.769213915	6.306546055	1.287427273	82	51.11176968	0	1.204700023	0	0.107449747	7.861055434	12.65085191	19.39981729	0	3.005666472	4.658682644	0
20		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	14	0	77.30932832	0	13.45510632	0.232367939	0.815771427	0.873636082	0.980887003	1.113535184	1.355089527	1.697208919	2.167065628
23		SF03_02	PM2.5	1.564429257	1.411344463	4.328128958	0.952872057	54	55.64668775	0	0	10.81229448	0.106832816	26.45227611	0	0	6.249853224	0.732056377	0	0
22		SF03_02	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	37	56.48851991	0	40.19734859	0	0.082757679	0.292430515	0.313269906	0.352146337	0.399716711	0.486402633	0.609245058	0.778161222
24		SF03_02	PM10	8.157381124	3.22277834	11.34541249	1.255682851	231	55.94451427	19.15557235	0	5.130800977	0	1.783923246	1.210066397	0	0	0.086745253	2.695786953	13.99259418
25		SF03_02	PM10	6.928186708	2.970057456	14.59150921	2.445518655	232	49.72870052	23.6229673	1.79900527	0	1.048377901	11.98057234	0	0	10.59128568	0	1.229092199	0
28		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	19	0	56.55267239	35.75154841	0.067434157	3.171984851	0.404942222	0.433311937	0.486539165	0.551787391	0.670483056	0.838881452	1.070412993
27		SF03_02	PM2.5	1.45268431	1.360005555	5.038866433	1.390863734	58	57.07719922	0	0.803285651	0	0.079587486	28.07290554	11.44875586	0	2.518264391	0	0	0
30		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	26	18.13289821	0	0	2.468916215	0.020434186	1.169089694	53.57907414	21.77152932	0	0	0	2.858064696
33		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	19	61.74182892	0	0	0.027770374	0.046515421	8.339021355	2.641934901	1.475546975	0	25.72737932	0	0
34		SF03_02	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	55	57.40045905	0	17.88389683	0.017446537	3.44902277	0	0	0	14.34563845	6.903539598	0	0
31		SF03_02	PM10	6.14597208	2.79737282	13.02943248	2.198115722	197	81.77958727	0	1.509185508	4.46556285	3.410140797	2.672060207	4.225430265	0.517641008	0	0	0	1.420387439
36		SF03_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	34	43.22796762	54.29053903	0.023390733	0.949793309	0.03672544	0.132158946	0.141875166	0.159801054	0.181686541	0.221696426	0.278280978	0.356090139
35		SF03_02	PM10	70.06408171	9.445017708	62.77106345	4.475212628	1673	74.17197824	0	0.087790372	1.679307409	2.917100862	0	0	4.919699952	6.855939329	3.663930297	4.06916216	1.635090448
37		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	25	58.92961025	39.77210224	0	0.059119181	0.030063576	0.108474214	0.116481958	0.131238857	0.149242487	0.182171457	0.228735246	0.292765466
39		SF03_02	PM2.5	1.117449469	1.192803778	4.142481576	1.22203435	43	40.9062624	51.03340149	1.343791932	6.103767827	0.015049655	0.053853053	0.057760219	0.065029203	0.07386714	0.090006576	0.11287604	0.144333206
38		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	5	0	26.92256272	63.95691633	0.142094109	0.230855402	0.798303727	0.853206124	0.956535991	1.083969977	1.315423008	1.64421387	2.095919661
43		SF03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	42	0	1.178522315	1.174651086	0	0	0	57.82446861	37.77624667	0	0	0	2.046107873
40		SF03_02	PM2.5	0.335234841	0.653325536	2.240962143	1.192092698	21	63.1513238	14.32434171	19.59532201	0.041337335	0	0.260089315	0.278990273	0.313943136	0.356754777	0.434913998	0.545481546	0.697503006
42		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	29	33.0128938	7.246468961	0.155453058	0.009330816	0.014962895	13.53901625	18.47725213	17.56545156	0	2.552390471	4.102475196	3.324313834
41		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	24	40.68978727	24.64411259	0.158130587	0.451188069	0.405468466	1.405415684	0	1.712846942	2.445299365	25.14174283	2.9460188	0
44		SF03_02	PM2.5	2.681878726	1.847883667	6.044001009	1.083927057	61	89.09352422	0	7.596863061	0	0.080566382	0.289751729	0.311139529	0.350341597	0.398522802	0.486583961	0.610904908	0.781803206
46		SF03_02	PM2.5	1.229194416	1.251023157	5.038866433	1.643748049	48	40.05344808	8.068897575	0	0.006918317	5.444331095	10.03306508	14.16063607	13.7832582	0	2.050144598	3.075966612	3.323346004
47		SF03_02	PM2.5	1.117449469	1.192803778	4.142481576	1.22203435	30	44.78189051	0	0.058956083	25.01122653	0	2.619556524	10.4848288	17.04354584	0	0	0	0
50		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	21	56.58278465	20.72098851	0	0.012069204	21.72159404	0	0	0.310182967	0.114337984	0.138641032	0.178634934	0.22077316
48		SF03_02	PM2.5	0.893959575	1.066876133	4.96196877	2.191695967	31	75.46294928	0	1.976868138	0	0.079841929	0	0	0.335437828	0	4.129836708	18.01506877	0
49		SF03_02	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	41	69.12460327	0	0	0	9.180494398	9.201227874	6.608107686	0	0	0	5.885573104	0
51		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	15	19.90936399	19.17170286	0.546377059	0	0	4.24653925	0	0	50.26893616	0	3.07245329	2.784628049
52		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	25	59.07842517	0	1.151470374	5.728883296	10.50850376	6.518294662	11.2016581	0	0	2.299270965	2.08820384	1.425298676
56		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	22	60.03087759	0	0.066449295	0.012134987	20.13412863	0.337251509	0.630543521	0.489041163	0.107821461	0	0	18.1917578
60		SF03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	35	42.49836206	0	0	0.023864182	0	7.992751896	8.916401863	1.298804767	1.447202917	0	0	37.82261014
58		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	13	0	83.36812854	0.463277241	0.066385843	11.32397726	0.433761068	0.464289356	0.521426741	0.591496099	0.71900147	0.899835024	1.148428582
62		SF03_02	PM2.5	4.358052929	2.35559872	11.05101539	2.229985313	122	50.42880177	0	0	0	3.434289619	0	0	0	6.694174558	39.44272995	0	0
63		SF03_02	PM2.5	0.893959575	1.066876133	3.431744101	1.048339735	30	34.35618579	1.112162694	0.134834624	0	0	0	4.157184809	0	0	29.03333902	26.65442526	4.551862925
64		SF03_02	PM2.5	3.575838301	2.133752265	6.940385866	1.071962265	103	49.88554418	31.78388774	0	0	6.483200192	1.60866715	5.528665707	2.021844685	0	0	2.446995117	0.24119115
65		SF03_02	PM2.5	1.340939363	1.306651072	4.142481576	1.018361958	43	79.55121994	0	0	0.016833996	0	13.2677868	5.843376741	0	1.320784818	0	0	0
67		SF03_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	14	37.45075166	0	0	0.00908622	0.014146362	0	0	0	0	0.076510734	5.43028526	57.01922178
68		SF03_02	PM2.5	2.570133779	1.808976496	5.781455963	1.034924934	91	45.55854499	23.68669659	0	0.007399591	0	9.881793708	20.86556256	0	0	0	0	0
66		SF03_02	PM10	7.822146283	3.15586216	18.10015097	3.332948454	187	48.94468188	0.923614483	1.934219338	0	2.519243397	14.67923671	7.84612596	0	0	0.152993493	7.119240612	15.88064581
69		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	7	50.10687113	42.8367734	0	0.09525285	0.169976207	0.609210972	0.654287776	0.736169238	0.837866589	1.023594569	1.285273209	1.644727401
70		SF03_02	PM2.5	0.446979788	0.754395348	2.79790429	1.393695698	28	29.95716035	12.49139905	0	0.010006235	0.020702957	44.29495335	7.679625601	0	5.546149611	0	0	0
72		SF03_02	PM2.5	1.45268431	1.360005555	4.142481576	0.940026423	42	28.08122635	69.17200685	0	0.036853927	0.066077017	0.237412378	0.254880334	0.286992709	0.326373777	0.398345478	0.500021782	0.63980394
71		SF03_02	PM2.5	2.346643885	1.728536893	7.388578295	1.851248448	92	35.67422032	0.773189263	0	0.093031483	0.284973858	42.02699959	13.81144524	0	4.311359674	0	0	3.024787083
74		SF03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	22	56.75266981	32.70942271	0.025110724	0.040962308	0	6.63106069	2.165244333	0	0.522101903	0.442016125	0	0.711424882
75		SF03_02	PM2.5	2.793623673	1.88598837	7.651123341	1.6675261	106	24.08219278	36.2962842	0	5.966498703	0	0	0	11.91893592	0	8.952492476	6.230082735	6.553503871
76		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	16	35.70943475	37.4007225	0.178099982	0.012737779	0.021701271	0	0	13.66645992	13.01084608	0	0	0
77		SF03_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	19	39.7080034	54.82956171	0	0	0.133340247	0.478223432	0.513538998	0.577937439	0.657607568	0.803139806	1.008341927	1.29029965
81		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	13	0	9.528285265	40.64838588	0	0.069947017	0	0	26.62176192	0	23.13161343	0	0
78		SF03_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	33	14.40438032	18.71906519	0	0.00993936	1.021440607	1.498340443	1.521326602	0	0	46.65626287	12.5110805	3.658162057
80		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	7	54.52956557	39.08141553	1.071609184	0.071402948	0.127905095	0.459153624	0.493102334	0.555000361	0.631539337	0.77136904	0.968517922	1.239419915
83		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	14	84.11381841	0	0.501082512	4.062702507	0.278309709	0.992152095	1.065187808	1.197453216	1.362737827	1.664348505	2.08939556	2.672807686
84		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	37	48.8512218	0.443905313	0	0.635296991	1.605520211	0	0	0	0	0	6.150444597	42.31361449
85		SF03_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	23	36.55103743	8.100931346	22.03023732	0.025979869	3.898306563	18.86621118	9.404348582	0	1.12294592	0	0	0
86		SF03_02	PM2.5	3.799328195	2.199421492	6.863488203	0.986672692	108	82.15877414	0	0	2.621223405	13.39341402	0	0	0	0	1.826592535	0	0
82		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	17	48.94289374	0	5.751100555	3.647190332	39.39957321	0	0	0.57046744	0.290307868	0.349900778	0.496364478	0.552207651
87		SF03_02	PM2.5	1.45268431	1.360005555	4.328128958	1.026169907	35	50.72224736	36.87767684	0.42104912	8.205714077	0.082070689	0.292355358	0.313514774	0.352664385	0.400697626	0.488568377	0.612607086	1.230828278
88		SF03_02	PM10	16.31476225	4.557696837	17.20376612	1.44363182	448	70.54033279	0	0	2.732797898	0	0	2.516811341	14.5801872	9.629875422	0	0	0
90		SF03_02	PM2.5	1.676174204	1.46088031	5.038866433	1.205415236	60	53.48790288	0	21.73161805	2.404138818	0	0	0	0	12.5175938	6.282703578	3.576047719	0
89		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	15	94.05223727	0	0	2.279382944	0.089133659	0.32094256	0.344709726	0.388163584	0.441653654	0.539427157	0.677373121	0.866982061
92		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	4	0	59.30377245	1.089301705	1.51541736	2.537340298	13.6713773	9.64288041	0	12.2399047	0	0	0
91		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	7	94.47266459	0	0	0.073040882	0.132256746	0.476509053	0.512043107	0.576481642	0.656368444	0.80236271	1.007918082	1.29035227
