Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Na Wt%	Al Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
1		CS01_01	PM2.5	1.78791915	1.508790696	5.224513816	1.214881794	74	71.11369371	0		7.974013686	2.980308421	0	0	0	0	0	0	16.70055687	1.231422834
2		CS01_01	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	40.16818106	16.5763855		0.428391667	0.647358131	1.073414367	3.723002225	3.987983242	4.462898895	5.072328821	6.183261424	7.761842757	9.914948791
9		CS01_01	PM2.5	2.234898938	1.68687928	5.749603908	1.177085747	87	71.63082957	0		2.288337797	14.26258832	1.007703505	0	0	0	0	3.329671919	7.480869442	0
10		CS01_01	PM2.5	2.681878726	1.847883667	5.781455963	0.991803062	59	67.63895154	6.794652343		0	1.510027889	1.297456119	0	0	7.66684562	0	3.609037399	8.396394551	3.086637892
11		CS01_01	PM2.5	1.005704522	1.131593022	3.431744101	0.931857543	28	31.3436389	2.972334437		0	0.042295497	0	0	0	0	46.14897966	19.4927603	0	0
13		CS01_01	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	30	0	10.01978293		0.371894683	0.067467324	0.155170052	14.55189139	36.85400188	19.75929439	9.022174776	6.056806818	0	3.14152129
14		CS01_01	PM2.5	2.123153991	1.644166543	5.672706244	1.206116422	49	53.3403039	3.287158906		8.027327806	12.58567423	5.239973217	0	0	0.097811781	0	2.629919536	14.7918269	0
19		CS01_01	PM10	5.922482186	2.746040517	8.547508198	0.981669787	144	54.45512533	0		0	0.018562243	0	0	8.687512577	17.21204668	15.18274397	4.44400683	0	0
18		CS01_01	PM10	31.17684019	6.300443302	21.79444012	1.212409897	679	37.41770387	0	27.11512744	1.37166651	24.50131476	0	0	0	4.751240835	4.842946678	0	0	0
