Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Mg Wt%	Al Wt%	Si Wt%	S Wt%	Cl Wt%	K Wt%	Ca Wt%	Fe Wt%	Br Wt%	Rb Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
209		OC01_02	PM10	11.28623964	3.790789709	13.1381822	1.217058432	372	53.74108553	0.171786989		0	16.30751789		0		19.38539296				0	0	0	0	10.07433757	0.319879921	0
210		OC01_02	PM2.5	0.223489894	0.533438066	1.607122332	0.919665974	8	62.15159893	15.57603478		17.38555133			0.067420152		0.11865889				0.42321803	0.454037078	0.510763843	0.58060009	0.708076265	0.888222083	1.135816146
211		OC01_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	28	49.52250421	48.58407676		0			0.241136341		0				0.48261676	0.300297653	0.11594682	0.131824682	0.160922168	0.20207006	0.258603087
208		OC01_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	14	0	28.57705653		0			0.121699669		0.184655329				0	0	0	0	0	71.11657858	0
213		OC01_02	PM2.5	2.90536862	1.923338301	6.492193438	1.154441146	100	59.13677812	3.775967658		0			0		0.105840724				0	0	0	0	0	36.98141277	0
214		OC01_02	PM2.5	2.681878726	1.847883667	5.858353627	1.018361958	100	72.38416076	0		0			0.805399846		0				0	0	0	0	0	26.8104434	0
215		OC01_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	48.08742106	0		0			0.148260675		47.15233445				3.850314766	0.376005052	0	0.385661586	0	0	0
217		OC01_02	PM2.5	1.229194416	1.251023157	4.142481576	1.110940318	38	0	7.967270166		0			0.013547549		0				0	0	42.07317233	22.91870564	14.98274654	6.883292645	5.161280558
216		OC01_02	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	49	51.33309364	0		28.20394635			16.56306982		0.032875891				0.114436983	0	0	0	0	3.75258252	0
218		OC01_02	PM2.5	2.570133779	1.808976496	5.781455963	1.034924934	72	0	26.85703933		30.99158406			13.93151134		0.106366887				13.11460733	0	0	0	0	14.99888897	0
220		OC01_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	4	81.68923855	0		0			0.253239111		0.444346061				1.580430567	1.697504707	1.90678928	2.171643637	2.654746734	3.334872797	4.267187789
221		OC01_02	PM2.5	1.229194416	1.251023157	4.405026622	1.256222687	44	23.82190675	0.132831163		6.914574653			0.029768574		1.521037333				6.99563399	12.98543364	30.8611095	4.613223672	7.740978152	3.720700368	0.662812265
223		OC01_02	PM10	9.051340699	3.394779067	14.93095192	1.959982607	320	69.96377707	0		0			0		1.30545143				0	4.992186651	0	0	0	23.73858988	0
224		OC01_02	PM2.5	1.340939363	1.306651072	4.699423723	1.310600129	48	39.84431624	0		1.702441461			0		7.750619203				8.337486535	34.27855074	5.477607623	0	0	0	2.608972229
222		OC01_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	18	47.91056812	51.21988654		0.225003879			0.035127523		0.06364907				0.229805172	0	0	0.315964362	0	0	0
228		OC01_02	PM2.5	0.558724735	0.84343964	2.874801954	1.177085747	22	54.08178568	31.83094859		1.799434982			0.015262605		9.779377282				0.125928596	0.108862331	0.122373109	0.13884753	0.1691296	0	1.828053221
227		OC01_02	PM2.5	1.676174204	1.46088031	4.590674005	1.00051566	61	32.75330365	52.4364531		2.568876371			0		0				0.178590615	0	0	12.06277534	0	0	0
229		OC01_02	PM10	34.75267849	6.651953438	29.02922309	1.929623943	1202	46.94532752	0		0	21.26673013		0.021997892		0.206436357		27.0126164		2.757437341	0	0	0.235338882	0.431456137	1.122662798	0
230		OC01_02	PM10	8.604360912	3.309896157	12.61309211	1.471345455	254	39.76218104	5.600890145		13.17483038	18.96619201		0		1.967120357				0	0	5.979135633	0	1.470651571	5.448646843	7.630358636
232		OC01_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	35	23.56678694	5.597580597		1.822762564			3.496087715		0.009911779				3.349239379	7.072924078	11.80945858	26.18155181	0.447138073	12.85217553	3.794381395
234		OC01_02	PM2.5	1.229194416	1.251023157	4.590674005	1.364339536	40	71.99926376	0		2.695143595			0.0098196		3.589414433				4.802516475	0	0	14.91962522	0	0	1.98420696
235		OC01_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	17	86.962533	0		0			0		0				11.14044115	0	0	1.89702604	0	0	0
																											
																											
																											
																											
