Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Na Wt%	Mg Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
2		PD02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	32	37.83778548	0			4.619536549		1.515570376	0.023273267	17.98253059	38.02130222	0	0	0	0	0
4		PD02_02	PM2.5	3.352348407	2.065996747	6.492193438	1.00051566	122	44.69681978	24.51607883			5.491121113		0	5.522831902	0	0	5.255240574	4.460952803	4.693785682	5.363166705	0
5		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	46.80973887	8.884826303			0.045029441		2.121292427	0.024638799	0	0.64816745	2.18949113	0.686906837	4.641079903	0	33.94881785
8		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	19	43.39294732	27.08654106			5.870656297		0.022052204	0.037629082	0	5.005899444	12.55993843	0	1.25691602	2.76383888	2.003579773
9		PD02_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	29	76.9759655	4.377919063			0		0	0	0	0	0	0	0	0	18.64611655
7		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	28	0	57.22151399			0.585207157		11.62634417	30.56693077	0	0	0	0	0	0	0
6		PD02_02	PM10	70.2875716	9.460069538	33.58804504	1.277265115	2562	54.46532369	0			19.07572746	20.27269602	0.397565821	0	0.17753687	0.943556428	1.88581273	2.781779692	0	0	0
12		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	51	68.72987151	0			13.92289251		1.937559992	0.126063218	0	0	0	10.44230834	0	4.841297865	0
16		PD02_02	PM2.5	0.446979788	0.754395348	2.79790429	1.393695698	23	9.722130746	45.51363587			10.01630127		0.028357669	28.92317474	0	0	0	0	0	5.796392635	0
17		PD02_02	PM2.5	0.670469681	0.923941834	3.694289147	1.619842392	27	0	25.69796741			1.353832427		0	0.045604334	0	0.15829429	4.497727007	1.10391248	12.47932985	9.337213635	45.32612562
15		PD02_02	PM2.5	3.017113566	1.959976608	7.651123341	1.544005648	157	49.80267584	0			0		0.064477226	0.701278821	20.08878589	21.84252441	0	0	0	0	7.500258833
13		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	67.17675924	31.07536435			0.103131379		0.021673267	0.039351673	0.142024586	0.152528216	0.171844999	0.195454177	0.238635787	0.299661001	0.383570581
19		PD02_02	PM2.5	2.570133779	1.808976496	10.0008352	3.096755718	116	40.58151841	0			9.661664814		0.777250016	4.660003632	0	0	8.181966096	13.67249191	22.4650979	0	0
20		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	31.44363463	60.95374227			4.208525643		0.045962102	0.081894401	0.293539045	0.315068453	0.354655017	0.403272314	0.492088031	0.617562328	0.790046901
22		PD02_02	PM2.5	1.117449469	1.192803778	3.87993653	1.072041222	51	43.23585033	0			0		1.560762618	14.56300616	1.417842694	4.050974175	0	0	0	4.030520096	31.14104271
24		PD02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	24	43.717134	32.2207123			1.486788038		0	0.01925765	3.668387234	10.02230495	3.106642887	0	0	5.758779868	0
23		PD02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	21	40.87759554	35.6086731			22.77429253		0	0.018249521	0.065068877	0.069762173	0.078512734	0.0891565	0.108581933	0.136116112	0.173991616
25		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	13	37.01310754	0			11.35928705		0.012234741	12.58056909	0	13.54688108	9.501401335	0	0	15.98652303	0
26		PD02_02	PM2.5	0.446979788	0.754395348	2.79790429	1.393695698	30	81.58129454	0			6.761340797		7.882703841	0	0.340182404	0.364850252	0.410442566	0.466385717	0.568480091	0.712895254	0.911425985
27		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	24	0	48.00802171			0		14.26744312	27.15452015	0	0	3.691900149	1.171771437	1.412243396	2.05907803	2.235027403
30		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	36	0	70.78421116			0		15.08864313	0	0	0	0	0	0	14.12713826	0
31		PD02_02	PM2.5	3.464093354	2.100147767	9.443893055	2.048814643	151	81.61607981	0			5.076547712		0	0.464773271	0	0	0	0	0	12.84260154	0
29		PD02_02	PM2.5	0.335234841	0.653325536	2.240962143	1.192092698	19	26.52542591	30.83589971			4.768348485		0.011252154	0.018497379	6.493532658	2.639434859	0	0	0	18.55895668	10.14864221
32		PD02_02	PM2.5	2.123153991	1.644166543	5.410161198	1.097056644	71	30.61291575	5.243972689			2.430648729		0	13.23621571	17.83187985	10.05719602	9.454508871	1.273014117	3.940648586	0	5.919002369
33		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	7	14.42415565	0			0		0.015558577	0.022738289	0	0	0	0	0.144420203	0.143842958	85.24928689
34		PD02_02	PM2.5	3.24060346	2.03127164	6.67784082	1.095056102	119	50.43329597	2.662617527			0		0	27.82168984	0	0.281185657	0.649513863	0	12.47021556	5.68147935	0
35		PD02_02	PM2.5	1.899664097	1.555225852	4.776321387	0.95565339	76	68.37216616	0			5.451808497		0.130368839	16.12279266	0	0.04819202	5.031831935	0	1.663861796	3.178979084	0
36		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	83.71092677	0			10.18805951		0.0826818	0.14723317	0.527242059	0.566063868	0.636934489	0.724612363	0.884734932	1.110591646	1.420917083
39		PD02_02	PM2.5	0.893959575	1.066876133	3.322994383	0.982950097	40	6.145143136	0			3.817560896		18.85452867	0.032234381	59.83626842	0	0	11.31427512	0	0	0
37		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	34	0	0			15.31091332		0	0.024816385	0	0	3.820009157	0	0	26.52673423	54.31752205
40		PD02_02	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	61	72.59309888	7.205172628			4.632753134		0	8.908459544	0	0	2.542365901	0	1.174249128	2.289216593	0.654678652
41		PD02_02	PM2.5	1.564429257	1.411344463	6.645988765	2.246743078	63	25.14002323	3.184470534			10.8103238		4.900886863	0	40.63742459	6.638911366	0	4.448452964	0	4.23950702	0
42		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	20	78.30521464	0			9.640696645		0.010756513	11.21179983	0.109051506	0.077105872	0.086687354	0.098339759	0.119563856	0.149677333	0.191105762
46		PD02_02	PM2.5	1.005704522	1.131593022	3.87993653	1.191156913	48	60.25606394	20.23346126			0		0	14.34579343	0.305465516	0.330033246	0	0	0	0	4.529176652
43		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	30	56.80773258	0			2.448857017		7.173218578	12.95344383	2.55229529	0	0	0	12.99922019	0	5.06523028
45		PD02_02	PM2.5	0.782214628	0.997971241	3.956834194	1.592795084	33	48.82147312	10.00365615			2.577974834		0.011238669	0.018784837	11.32030413	19.64412928	0	0	3.773246706	2.615317702	1.213878673
48		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	39	13.59040588	0.400743773			0		0.008823952	0.012978289	0.906255841	1.985012926	0	0	0	57.38937855	25.70639849
44		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	7	0	42.3897773			0.491203088		0.03172507	54.22375798	0.596504519	0.248656259	0.277333544	0.312345801	0.375184487	0.464967499	0.58855731
47		PD02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	33	55.78748584	24.51595068			5.335373431		4.754671454	8.96198824	0.198159041	0.089788268	0.047916602	0.054347439	0.066065299	0.08269237	0.105563353
50		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	25	0	39.97032046			9.988595545		0	0.220689247	0	13.17270994	34.6126169	2.035065927	0	0	0
51		PD02_02	PM2.5	4.358052929	2.35559872	11.15976511	2.274090493	182	48.11414778	13.59159499			15.02991766		0	0.744293351	13.2511124	0	0	0	0	0	9.268936515
53		PD02_02	PM2.5	1.564429257	1.411344463	4.590674005	1.071981064	62	84.20141935	0			0		0.580691919	13.08010817	0.530623505	0.271918159	0.179234799	0.203353819	0.247370126	0.309757912	0.395514537
60		PD02_02	PM10	23.68992874	5.492081034	19.55347798	1.284323457	715	48.67869318	6.381450593		8.692407608	5.050655454	9.696540982	1.034397073	8.979874849	0	0	0.497959787	5.583304539	0	5.404733866	0
59		PD02_02	PM2.5	2.123153991	1.644166543	5.147616152	0.99316396	77	41.01223648	1.81493815			3.304366395		1.938982122	19.13468093	4.646710306	23.10973108	5.038353801	0	0	0	0
62		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	29	0	0			99.05011058		0.366861676	0.58303033	0	0	0	0	0	0	0
63		PD02_02	PM2.5	3.128858513	1.995942481	8.393712871	1.791894469	137	60.21213531	4.620384797			4.455607384		1.721132547	13.37754279	2.19315365	1.440967061	0	2.199532464	0	0	9.779554605
66		PD02_02	PM2.5	2.570133779	1.808976496	5.858353627	1.062638565	83	30.82084954	4.254174978			0		18.27138066	0	0	7.96616748	16.60684347	15.20633101	2.728474699	3.232585266	0.913193822
64		PD02_02	PM2.5	1.45268431	1.360005555	4.328128958	1.026169907	83	52.76201367	0			0.080996507		0.328944647	19.71565336	0	0	12.61752844	14.49486613	0	0	0
67		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	14.24295455	7.314413786			69.71720457		0.136284926	0.221085362	0.764023047	0.816467684	0.915313885	1.037117839	1.258293632	1.572535001	2.004303224
68		PD02_02	PM10	5.363757451	2.613302144	11.42231015	1.935659227	224	63.52177858	7.945515215			19.1468358		0	0	1.518515497	2.242619172	0	0	0	0	5.624732003
69		PD02_02	PM10	5.363757451	2.613302144	9.738290157	1.406975146	179	65.10282159	2.043476328			6.385181099		1.963558048	17.67050177	0.912399497	3.650737181	0	0	0	0	2.271323837
70		PD02_02	PM2.5	2.346643885	1.728536893	5.595808581	1.061863389	95	30.05313873	20.79014182			19.10237521		0	0.126638205	0	0	1.467679627	0	7.61827752	20.84174752	0
73		PD02_02	PM2.5	3.575838301	2.133752265	8.841905299	1.739818652	157	82.38785267	0			15.70050716		1.911645941	0	0	0	0	0	0	0	0
71		PD02_02	PM2.5	2.793623673	1.88598837	7.651123341	1.6675261	100	4.619937763	20.00533193			0		11.50167584	0	20.78148425	11.74347624	18.50921065	5.579148233	2.266414277	0	4.993331432
74		PD02_02	PM2.5	1.564429257	1.411344463	4.513776341	1.036368677	80	48.02669883	23.21613133			9.427523613		1.644534059	0	0	0	8.765521646	8.919584751	0	0	0
75		PD02_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	17	27.86564529	0			1.698064245		0.010714828	0	0	0	34.21146274	19.00950372	10.73141322	6.473199278	0
76		PD02_02	PM2.5	1.78791915	1.508790696	4.776321387	1.015381726	64	54.69270945	0			1.247430593		0	0	0	13.74700665	12.35179454	0.428153016	1.213318575	0	16.3195923
79		PD02_02	PM2.5	1.899664097	1.555225852	4.776321387	0.95565339	89	59.59873199	0			0	37.60110736	2.484461106	0.008100774	0	0	0	0	0	0.307600456	0
78		PD02_02	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	64	22.16803133	0			13.72539103		0.005333747	0.819280837	7.676785439	11.52486503	26.36632025	4.270248115	5.99614121	2.121423744	5.326182395
77		PD02_02	PM10	5.922482186	2.746040517	9.181348009	1.132659237	216	48.74341488	19.58730668			9.925295413	21.34262919	0	0.40136585	0	0	0	0	0	0	0
81		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	7	0	84.73829627			2.029568702		0.186518463	0.323195057	1.145267487	1.228821091	1.380413026	1.570297033	1.916631311	2.405272238	3.075726889
82		PD02_02	PM2.5	2.90536862	1.923338301	6.940385866	1.319338172	75	34.34119523	22.64573127			0		0.982518867	0.776467938	0	0	5.575533956	24.82080758	0	7.665085047	3.192652389
86		PD02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	16	32.21306503	0			0		0.011928657	0.018310646	0	0	0	0	0	8.491761237	59.26493406
87		PD02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	13	75.4801631	0			11.59551144		0.179946795	0.314544328	1.11777354	1.199697517	1.348112896	1.533916965	1.872872002	2.350801416	3.006658144
88		PD02_02	PM2.5	4.246307982	2.325202624	13.88077173	3.61082026	152	23.20221364	12.75295615			11.63424626		0	0	0	8.759243041	12.68887073	18.34139079	12.52915859	0.091922015	0
89		PD02_02	PM2.5	1.78791915	1.508790696	4.776321387	1.015381726	87	23.26492369	16.71098918			13.04146349		0.487212697	0.072331738	0	0	2.890017629	14.59349841	1.118973549	0	27.82058716
90		PD02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	32	51.86555386	0			5.425686389		0.018285964	1.67480167	16.74859524	12.49008626	0	0	0	6.300754845	5.476241186
92		PD02_02	PM2.5	3.575838301	2.133752265	7.202930912	1.154597898	132	64.50734138	0			5.990352109		0	8.887446672	0	0	0	0	0	15.98317027	4.631697759
96		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	21	60.6200397	4.971829802			0		0.025972616	0.043570666	0	0	0	0	18.59784722	15.74074924	0
98		PD02_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	25	18.82512718	6.499950588			0.216883793		0.006830193	0.010462365	2.840121463	4.60844487	24.39314574	5.287759751	0	14.94798958	22.36328274
99		PD02_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	27	70.75632811	13.82469386			0		7.177276164	5.115820095	0.282493327	0.302747102	0.340434466	0.386541104	0.470598741	0.589669356	0.753392465
95		PD02_02	PM2.5	3.575838301	2.133752265	7.836770723	1.366742018	102	64.77487683	5.668158084			0		0	20.97274661	0	8.023390174	0	0	0	0.560832582	0
93		PD02_02	PM2.5	1.564429257	1.411344463	5.038866433	1.291516324	58	47.79163897	30.690974			0		0	0	0	0	0	0	21.51738852	0	0
100		PD02_02	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	64	51.25175118	0			16.83301479		0	0.150300551	0	0.255292351	0	0	1.268272847	9.859232605	20.38213462
101		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	21	0	45.32697797			7.822216302		5.26115112	4.453144595	17.99451858	10.04138812	0	1.579716243	1.944535226	2.452225238	3.124119714
102		PD02_02	PM2.5	3.128858513	1.995942481	7.202930912	1.319540455	163	54.49035168	10.89934632			14.2676726		0	0.509013515	0	0	0	10.79960316	0	9.034015983	0
104		PD02_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	32	41.93617702	9.87098068			21.4632377		0.013072423	0.021801991	4.112996161	0	0	22.58173674	0	0	0
109		PD02_02	PM2.5	4.134563035	2.294403878	7.836770723	1.182047151	167	30.1946491	9.688074887			10.55335701	20.11221945	0	1.679898426	2.60548573	8.818349987	0.130762963	0	12.46694624	3.750254214	0
107		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	23	27.8339386	0			0		0	0.018343946	0	0.37239946	24.80595708	16.9132486	0	30.05611002	0
105		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	23	36.35209501	11.77659035			0.252268114		0	0	0.427894201	5.036250502	4.616448656	0	16.72257334	18.13759208	6.678290665
114		PD02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	28	60.64494848	18.58678609			12.11797968		0	0.033838599	0	0	0.419606734	0	1.271855552	4.234139249	2.690845355
115		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	10	61.18733287	0			0.310871424		18.12047213	9.579989314	1.44773433	3.185968474	1.155257691	0.883981679	1.072626654	1.343286224	1.712480001
116		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	29	0	0			0		7.801087201	0	0	0	7.743983716	0	8.366698027	11.87425256	64.21397924
118		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	14	95.49577832	0			0		0.05929991	0.107667421	0.388342072	0.417287741	0.469908072	0.534951547	0.653853174	0.821354799	1.051544677
119		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	41.65555835	6.097048521			0		0.03343875	0	8.43879506	27.4559468	16.31921083	0	0	0	0
117		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	8	71.76024914	0			0.330142304		0.115056988	0	21.22623175	0	0	3.424001485	1.206025667	0	1.938293688
120		PD02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	17	25.97963214	0			19.35455501		0.276277284	2.210916579	0	0	11.23386696	15.69793969	0.106170319	12.29545027	12.84518987
121		PD02_02	PM2.5	3.464093354	2.100147767	7.126033249	1.166530874	126	27.72018313	17.57210046			0		1.260515116	6.815517694	0	0	0	0	0	1.876590215	44.75508928
124		PD02_02	PM2.5	1.899664097	1.555225852	4.96196877	1.031386338	77	53.90691161	11.77357584			0.652714632		0	2.82040257	0	16.50390029	12.4680683	0	0	0	1.874428615
126		PD02_02	PM10	19.44362076	4.975579046	19.18218321	1.505944836	598	58.69126916	4.348628968			1.86941009		0.522813527	28.17810178	0	0	0.11251641	0	0	6.27726391	0
125		PD02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	15	54.81000543	43.30655932			0.116539281		0.023400028	0.042339467	0.1526259	0.163892983	0.184624863	0.209971005	0.256320229	0.321826967	0.411897898
127		PD02_02	PM2.5	4.246307982	2.325202624	8.208065488	1.262583971	147	52.82495618	0			7.169299573		0.769498711	2.371617034	8.934013546	6.507334113	4.72664535	8.391514421	2.431334928	5.87378107	0
128		PD02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	15	4.980682582	0			44.61816847		0.08017518	9.499260038	4.738094658	5.498535931	0	0	0	30.58509231	0
129		PD02_02	PM2.5	3.464093354	2.100147767	6.67784082	1.024407322	172	26.59391165	5.159518123			4.402469099		0	7.448934764	0	10.23467854	29.49091494	0	16.66958034	0	0
