Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Na Wt%	Mg Wt%	Al Wt%	Si Wt%	Cl Wt%	K Wt%	Ca Wt%	Ti Wt%	Fe Wt%	Br Wt%	Rb Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%	W Wt%
40		OC02_03	PM2.5	1.899664097	1.555225852	5.224513816	1.143418159	72	54.89034057	13.61844093			0		0.665173493		5.254626274					0	2.467209287	16.98053777	0	0	6.123669818	0	
41		OC02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	12	13.93998712	60.95431447			14.96807337		6.18061237		0.098750379					0.349025871	0.373940542	0.420322083	0.477180909	0.580802886	0.727591477	0.929402746	
44		OC02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	26	40.59850872	37.88222373			2.272822335		7.996498793		0					2.30093766	4.443642497	0	0	0	4.505362734	0	
48		OC02_03	PM2.5	1.229194416	1.251023157	4.142481576	1.110940318	71	28.10862362	42.80087948			3.195877001		0		1.401809137					0	0	0	15.02650827	0	9.4663091	0	
49		OC02_03	PM10	7.039931655	2.993913722	11.26851482	1.435340879	257	70.42304277	5.569079518			0		0		0					0	0	0	0	0	24.00787473	0	
52		OC02_03	PM2.5	0.446979788	0.754395348	2.689154571	1.287460114	35	37.42653728	26.88929737			4.49074246		0		0.026482073					6.600550562	14.66896981	9.897425026	0	0	0	0	
53		OC02_03	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	28	20.74119449	26.51173472			0		0		0.092547166					0	0	7.431296259	26.59593821	15.03365785	0	3.593632579	
57		OC02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	14	42.02957153	38.51711452			0		0.009570353		0.016503251					1.512266882	2.448257059	0	0	0	0	15.46672136	
58		OC02_03	PM2.5	0.446979788	0.754395348	2.612256908	1.214881794	18	45.85596025	35.86325943			5.579952523		0		0.025126236					2.10831333	5.356512964	2.054522	0.68822992	0	2.468134835	0	
63		OC02_03	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	14	14.96521086	0.850553904			4.579287022		1.339940354		6.380596012					40.22757113	27.81663239	0	3.172219917	0	0.667990092	0	
62		OC02_03	PM2.5	1.45268431	1.360005555	4.328128958	1.026169907	88	52.0519495	14.47494328			21.31136507		3.049031086		0.930642243					0	0	3.400135413	0	1.492175739	2.518348582	0.771405548	
64		OC02_03	PM2.5	0.893959575	1.066876133	3.431744101	1.048339735	39	69.21592951	13.42156976			1.781378128		1.884912327		0.01781147					2.135146037	4.540284723	0	0	0	7.002960891	0	
67		OC02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	27	27.30662227	3.363971785			0		0		4.168050364					4.806983471	8.390761912	18.23877096	1.770171523	2.998114936	17.61837751	11.33816466	
66		OC02_03	PM2.5	1.005704522	1.131593022	3.87993653	1.191156913	58	15.33541977	0			0		0		1.504207682		42.59152412			0	0	2.570124343	5.883518979	5.14305383	0	26.97214484	
68		OC02_03	PM10	7.486911443	3.087496027	13.88077173	2.047927909	268	20.73739171	3.832923621			1.154357288		0.489023514		1.187451556	33.94833505				4.618479311	7.427923381	10.18207818	0	0	3.782906011	12.63912916	
72		OC02_03	PM2.5	1.78791915	1.508790696	5.224513816	1.214881794	88	41.12050533	4.916135222			51.11283064		0		0					0.572141213	0.059216644	0.667165685	0.498330127	0	0	1.053674147	
70		OC02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	19	68.50711703	0			0.975551084		0.007400828		0					0	0	4.930533469	0	4.247426242	2.504982427	18.8269943	
71		OC02_03	PM10	36.87583248	6.852136029	27.24964693	1.602396773	1256	49.27343428	0		5.689899623	13.54490072	14.70687389	0		0.365553284					0	1.653740555	5.027252063	2.377685905	0	0	7.3606655	
73		OC02_03	PM10	6.816441761	2.946008012	10.0008352	1.167629205	230	49.93130863	8.516043425			17.56169051		1.285487041		0.38185236					0	0	6.115751714	0	0	2.287114784	13.92074823	
75		OC02_03	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	8	48.83700907	0			25.26261806		0.028874719		0.233264267					15.46912342	10.16911715	0	0	0	0	0	
76		OC02_03	PM2.5	1.340939363	1.306651072	5.224513816	1.619842392	110	29.74843979	0			0	47.71294892	0.391788315		0					0.700931111	1.590323448	2.31237337	0.872381963	0	13.90611529	2.764697932	
79		OC02_03	PM10	8.380871018	3.26662768	10.89722006	1.127541204	311	57.66467452	7.469339669			10.38166583	20.33148557	0.035927937		0.663590105					0	0.401707925	2.616764605	0.43485295	0	0	0	
78		OC02_03	PM2.5	1.564429257	1.411344463	4.513776341	1.036368677	84	49.66076314	0			9.792152047		0		0.259054895					1.160411257	0	0	11.67225167	27.4553597	0	0	
80		OC02_03	PM2.5	3.017113566	1.959976608	6.306546055	1.049014815	113	64.25123811	16.98721349			13.28163892		0.699506281		0					0	0	1.070458069	0	0	3.709944338	0	
81		OC02_03	PM2.5	3.687583248	2.166835669	8.208065488	1.453884573	183	50.87612271	5.002155527			12.74458617		0		4.641171917					0	0	0	0	5.046713725	14.62744474	7.061798871	
82		OC02_03	PM2.5	3.24060346	2.03127164	6.754738484	1.120421215	135	37.71676123	15.21364301			9.330493957	28.23972702	0.075853674		0					0	0	0	0	2.051310614	0	7.372217625	
86		OC02_03	PM2.5	2.681878726	1.847883667	6.120898673	1.111684066	191	35.92248857	2.851575799			2.29893364	35.91038585	0.124140386		0					0	2.182581462	0	0	10.7541576	9.955734015	0	
83		OC02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	29	11.1438863	0			0		0.02185557		0.206873869					39.1397059	49.48767722	0	0	0	0	0	
84		OC02_03	PM2.5	2.681878726	1.847883667	8.547508198	2.167854113	162	32.49796927	0.836991891			1.777132973	46.39054835	0		0.286432169					2.778712288	5.472729355	0	2.170779184	6.528339535	1.260353997	0	
85		OC02_03	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	22	0	0			0		0.020122011		22.51380831					25.10783374	52.35823393	0	0	0	0	0	
88		OC02_03	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	16	34.68964994	0			0		0.190896681		0.021456901					0.120610255	0.265594968	0	0	0	55.03882766	9.672965109	
89		OC02_03	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	51	40.64652622	0.751154497			0		0.949549116		3.402009606					0	0	0	0	0	54.25075889	0	
90		OC02_03	PM2.5	0.782214628	0.997971241	3.694289147	1.388436336	38	44.2543298	0			9.622725099		10.05487591		0.022933165					0	0	0	0	0	36.04514003	0	
91		OC02_03	PM10	5.587247345	2.667190332	10.0008352	1.42450763	209	38.4873867	8.972744644			1.569135301		0		31.24662936					0	0.006288334	6.657919288	0	7.387052476	5.672842264	0	
