Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
2		CB02_01	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	42	52.3399055	23.00356328	6.201728433		2.598050795	0.013730511	0	0	6.487739086	1.338601764	3.63079831	2.226905338	2.158979885
3		CB02_01	PM2.5	4.469797876	2.385607556	9.475745111	1.598560183	221	54.23554778	0	7.035522163	25.27767122	1.613890752	0	0	0	7.555745542	0	0	0	4.281626642
4		CB02_01	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	25	33.21160376	37.1663332	0		0	0	21.16419077	0	0	0.126256095	0	8.331620693	0
5		CB02_01	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	30	59.04070735	0	0		0.017006873	14.77098763	2.136012726	4.572165757	3.404968604	4.26845029	0	8.04207325	3.747625276
6		CB02_01	PM10	53.30233967	8.238121552	33.6649427	1.691997132	1491	59.44162011	0.360829616	8.648706973	24.95209426	0	1.572332159	0	0	0	0	0	5.024402961	0
11		CB02_01	PM10	22.79596917	5.387460386	17.94635565	1.124306224	775	48.54671359	0.362039218	10.96065938	20.97222805	0	1.343964692	5.471763387	6.031993404	1.434964221	1.640558429	2.766857669	0.468256418	0
15		CB02_01	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	22	80.54703474	0	0		0.019450064	0.197817758	1.857274771	3.266013414	0	0	0	14.11241442	0
16		CB02_01	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	47	58.09491277	0	15.80676436		0.00781357	0	1.633692719	0.303351204	2.292271145	5.839880183	0	16.02130979	0
19		CB02_01	PM2.5	0.893959575	1.066876133	3.694289147	1.214881794	39	72.01197743	0	14.97566104		0	6.436914951	6.575444341	0	0	0	0	0	0
21		CB02_01	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	8	70.51514983	0	0		5.828600377	0.084080413	0	0	0	0	4.660524055	18.07050705	0.841133576
22		CB02_01	PM10	20.56107023	5.116558189	17.72885621	1.216482469	573	53.962183	13.09294403	18.73713732		0	0.07978655	3.072883561	8.354545385	0	2.700527012	0	0	0
23		CB02_01	PM2.5	2.123153991	1.644166543	6.492193438	1.579761568	134	35.69423258	8.059465885	22.38053828		0	17.49228686	0	0	5.676628649	10.69684699	0	0	0
24		CB02_01	PM2.5	1.676174204	1.46088031	4.776321387	1.083073842	57	38.46250772	10.71349233	10.00294909		2.998534217	5.820439011	8.603422344	17.23037958	0	0	6.168276072	0	0
27		CB02_01	PM10	37.54630216	6.914147574	30.04755122	1.91355581	1264	52.0345211	0	14.41219896	20.20277828	0	0	5.00648357	2.762775682	0	0	1.055192016	4.526055232	0
29		CB02_01	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	19	28.07498276	0	7.961413264		0.021644615	0	0	0	37.68826723	0	8.260764182	11.8284829	6.16444163
31		CB02_01	PM10	6.816441761	2.946008012	12.08800202	1.705852417	278	35.06242633	11.2545602	2.415859699	30.90248406	0.834019389	2.184918895	0	0	0	0	0.136992009	0.345184375	16.86355919
32		CB02_01	PM2.5	2.90536862	1.923338301	6.940385866	1.319338172	121	64.65509534	0.898985844	6.672909111		3.732826188	7.475085557	1.361147501	0	0	0	15.20395875	0	0
33		CB02_01	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	34	32.01583326	0	0		0.003136647	0.14580118	2.32611727	4.839755222	0	0	14.36912417	8.978579938	37.321648
34		CB02_01	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	16	83.76733661	5.040430278	9.67830196		0.020199636	0.036377751	0.130895968	0.140514644	0.158267899	0.179935747	0.219546957	0.275575137	0.352621498
35		CB02_01	PM2.5	0.782214628	0.997971241	3.508641765	1.252397696	21	17.14829206	0	12.34026253		0.059958745	0.029736917	0	23.48238379	39.05076087	7.888612151	0	0	0
37		CB02_01	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	52	20.36351413	6.028253958	2.551760338		0.029662807	11.32188961	0	0	0	15.11449963	0	31.59590364	12.99451739
38		CB02_01	PM2.5	0.670469681	0.923941834	2.874801954	0.980904789	46	59.72856283	18.61431003	2.989601716		0	12.75795251	0	0	0	0	0	5.909575894	0
39		CB02_01	PM2.5	1.78791915	1.508790696	4.776321387	1.015381726	59	52.72761583	24.17381555	0		0	18.09894443	0.781594124	1.14180902	0	0	0	3.076226451	0
40		CB02_01	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	54	29.90362048	33.02110434	0		0.668312842	1.758243889	0	0	0	22.7990821	0	11.84963956	0
41		CB02_01	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	39	39.30642903	0	0		0.00435732	1.103994437	0	0	0	0	0.787693635	2.445265278	56.35226369
42		CB02_01	PM2.5	0.782214628	0.997971241	3.87993653	1.531487459	36	35.0764662	46.153602	6.264013052		3.403405473	0.047204114	0	0	0	0	1.042408962	8.012899756	0
43		CB02_01	PM2.5	0.893959575	1.066876133	3.246096719	0.937983431	43	50.46805739	4.119566455	0		0.014052355	0	0	0	4.667987674	0	0	40.73032737	0
44		CB02_01	PM2.5	4.134563035	2.294403878	8.470610535	1.380988132	173	82.17968345	0	15.76078385		0	0.455640955	0	0	0.580173079	1.023726538	0	0	0
45		CB02_01	PM2.5	1.005704522	1.131593022	3.431744101	0.931857543	54	71.33783102	0	0		0.108508964	4.10698466	0	0	0	0	0	15.93464911	8.512030542
46		CB02_01	PM10	15.08556783	4.38264093	14.93095192	1.175989564	524	48.57038558	2.887672558	17.37594306	21.92544043	1.101195067	0	0	8.139362186	0	0	0	0	0
