Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
6		AM01_02	PM2.5	0.893959575	1.066876133	3.694289147	1.214881794	17	48.03706706	49.78539646	0.299379951		0.024954381	0.045050427	0.162270805	0.174236577	0.19625891	0.223191432	0.272435159	0.342033454	0.437729433
4		AM01_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	28	86.18082404	0	0.469632074		0.232412317	6.071602553	0.930654909	2.071537822	0.755839422	0.575849833	0.702117011	0.881846808	1.127678342
2		AM01_02	PM2.5	1.340939363	1.306651072	5.487058862	1.786735369	53	51.46976113	18.62005293	0.387627468		0.057021092	0.010125856	0	0	8.483267576	10.67957357	6.273406744	3.003404103	1.015761402
3		AM01_02	PM10	5.922482186	2.746040517	9.738290157	1.274241642	221	53.90433073	12.39890307	9.767146409		1.071928162	3.878343105	0	1.649084315	4.522527382	0	0	5.692707747	7.115036249
5		AM01_02	PM2.5	0.670469681	0.923941834	3.060449336	1.111684066	27	11.1081861	0	25.74180961		0	0.017957122	0	0	13.57688904	16.83188677	8.017504215	0.817867555	23.88789654
12		AM01_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	126	49.14619327	0	48.65146875		0.032098114	0.054496789	0.191866292	0.205420493	0.230850931	0.261882879	0.318385777	0.398540823	0.508795166
24		AM01_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	22	35.8787477	34.4881922	28.42691541		0.016973272	0.029493109	0.104776293	0.112291274	0.126322673	0.143411162	0.174577849	0.218759594	0.27953363
41		AM01_02	PM2.5	0.558724735	0.84343964	3.060449336	1.33402088	17	93.57331991	0	0		0.085218472	0.15391917	0.554006547	0.595330307	0.670117559	0.76306276	0.932881236	1.171894837	1.500249468
43		AM01_02	PM2.5	0.782214628	0.997971241	3.771186811	1.446839294	16	0	0	15.22464603		0.305224257	0.128059101	39.74784613	0	0	0	6.761803478	37.83242702	0
44		AM01_02	PM2.5	0.558724735	0.84343964	3.060449336	1.33402088	27	66.51608348	0	0		10.24190187	0.550198834	0	0	9.336637706	1.63121596	3.751373291	3.876037523	4.096544906
53		AM01_02	PM2.5	0.223489894	0.533438066	1.607122332	0.919665974	8	45.09254098	50.08482933	0.217699981		0.06180522	0.110756001	0.39771134	0.427086372	0.480751041	0.546976132	0.667976867	0.838653278	1.073210966
54		AM01_02	PM2.5	0.558724735	0.84343964	3.431744101	1.677343577	30	40.18684924	54.72410917	3.467411548		0	0.039535409	0.142133469	0.152568007	0.17182664	0.195345888	0.238335691	0.299137295	0.382744963
56		AM01_02	PM2.5	0.446979788	0.754395348	2.612256908	1.214881794	14	0	21.70935124	0.569877354		0.034244123	0.051884464	0	0	1.260354836	57.0135951	0	13.11345994	6.247223169
58		AM01_02	PM2.5	1.676174204	1.46088031	5.038866433	1.205415236	68	43.36676896	42.42076278	12.25539222		0	0	1.434141584	0.152603292	0	0.1500068	0.084592827	0	0.135735527
57		AM01_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	25	10.25481448	46.2444663	2.578723244		0	0.07278414	0	0	0	0	1.294829138	39.55437541	0
