Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
2		CB03_02	PM2.5	1.78791915	1.508790696	5.038866433	1.130076784	71	72.19902277	0	1.221482549		0	7.847385108	0	2.83099357	3.605509177	0	0	0	12.29560301
3		CB03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	24	34.08818841	6.447927654	0.83149178		0.008072948	5.619604513	0.822261628	35.76279581	14.54357058	0	0	0	1.876082644
5		CB03_02	PM2.5	3.017113566	1.959976608	7.574225677	1.513125535	142	54.40685153	0	22.23013341		0	3.022444807	0.32403816	0	3.932534903	11.28040403	4.803599045	0	0
6		CB03_02	PM2.5	2.681878726	1.847883667	6.754738484	1.353842302	122	34.01740491	2.139659226	0		0.006466663	0	0	5.086579174	37.91640997	7.29592219	13.53755891	0	0
9		CB03_02	PM2.5	1.117449469	1.192803778	3.956834194	1.114956559	34	0	20.10860294	26.90746188		0.101552787	0.044062824	0	0	19.85579133	3.645286709	11.95685044	13.51157576	3.868817165
10		CB03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	14	60.1287365	0	0		0.020039026	0.033169903	0	0	0	5.731308833	9.191247076	7.782938331	17.11256057
11		CB03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	17	8.224247396	0	0.106520613		9.129980952	0.077916356	0	30.41117787	36.34362221	0	7.514707744	6.667350233	1.524472889
12		CB03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	22	21.90453112	13.38417679	0.128389825		0.011965196	0	1.294108294	0	0	18.12905669	13.30040544	1.225190796	30.62217832
13		CB03_02	PM2.5	0.893959575	1.066876133	3.431744101	1.048339735	53	75.39737225	0	3.895746171		0	6.228335574	0.081957551	0.345903519	0.503526116	0.111508719	0.136808341	0.171141198	13.12769651
15		CB03_02	PM2.5	0.782214628	0.997971241	3.060449336	0.952872057	38	74.83034134	0	23.00653756		0	0.053236727	0.19010281	0.203895383	0.229465403	0.260706362	0.317741628	0.398476096	0.509498222
16		CB03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	18	8.781385422	3.160976246	0.089193147		0.01212733	4.564077407	42.7764684	24.36987013	0	3.624610603	0	0	12.62129396
17		CB03_02	PM10	16.76174204	4.619709168	21.94823545	2.287021273	534	59.97492075	6.690813601	0		0.209237635	3.259928897	4.542740062	0.026458065	0	0	13.91426027	0	11.38163954
18		CB03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	15	60.4026854	19.18684691	14.57508951		0	0.254768063	0	0	0	0	5.580607057	0	0
19		CB03_02	PM2.5	0.335234841	0.653325536	2.240962143	1.192092698	21	7.777860016	0	0		0.011326084	0	8.834965527	25.97236037	24.24740046	26.88442171	4.415392503	0	1.856274344
22		CB03_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	31	64.0864253	13.09504211	1.954813115		0.01658304	10.43772921	0.150175323	2.287456021	0	0	0	7.971782237	0
21		CB03_02	PM10	8.157381124	3.22277834	10.63467501	1.10328529	331	48.05153906	0	2.095412277	34.28351581	0.463449582	0.277587655	0	0	4.545859993	5.592271313	0	4.690362886	0
23		CB03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	5	13.27726245	0	0		0.053201412	0.079770514	3.375827149	2.786961198	17.63071418	28.74619961	34.05005932	0	0
