pm_id,leaf_id,sample_id,sub_sample_id,tree_species,pm_class,pm_area,pm_ecd,pm_perimeter,pm_shape,pm_count,O Wt%,F Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,Ca Wt%,La Wt%,Ce Wt%,Pr Wt%,Nd Wt%,Sm Wt%,Gd Wt%,Dy Wt%,Fe Wt%,Br Wt%,W Wt%,K Wt%,Ti Wt%,Ru Wt%,S Wt%,Zn Wt%,B Wt%,Rb Wt%,In Wt%,Be Wt%,Mo Wt%,Mn Wt%,P Wt%,Te Wt%,Ni Wt%,notes
77,CM03,3C,CM03_02,Crataegus monogyna,PM2.5,2.90536862,1.923338301,8.284963152,1.880052846,96,18.14863831,17.00716317,,0,20.99133581,,0.543327071,0,3.511383757,20.51782906,6.375674903,12.90464252,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
79,CM03,3C,CM03_02,Crataegus monogyna,PM2.5,0.446979788,0.754395348,2.612256908,1.214881794,36,24.69631582,0,,0,2.104733884,,0,0,36.16795838,0,6.071035564,23.67134839,7.288601249,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
1,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.564429257,1.411344463,4.328128958,0.952872057,72,60.38523316,0,0,0,0,,2.548617683,8.098744601,0,0,0,0,0,28.96739841,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
2,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.793623673,1.88598837,6.120898673,1.067216704,98,56.1766088,16.48105979,0,0,0.542466203,,0,9.685353935,0,0,0,7.544433326,2.494237199,5.793939903,1.281897258,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
3,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.893959575,1.066876133,3.246096719,0.937983431,35,30.43503761,47.34699726,0,0,0.646610651,,7.926027477,1.771907322,0,0,5.150986463,0,1.769108884,3.744396567,1.208926085,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
4,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.223489894,0.533438066,1.607122332,0.919665974,18,69.57816482,10.99009663,0,0,1.757095382,,4.931858182,11.97646856,0.113525183,0.069768017,0.078406924,0.088911457,0.108030159,0.135167304,0.17250363,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
5,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.564429257,1.411344463,4.590674005,1.071981064,62,38.45258951,29.53023016,0,0,2.200357802,,6.036568806,4.028673097,0,0,0,19.75157708,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
6,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,16,46.53528631,44.92732286,0,0,7.578193396,,0.012898358,0.023104752,0.083003973,0.089076621,0.100323698,0.114019681,0.139051233,0.174487836,0.223224098,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
8,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.446979788,0.754395348,2.426609525,1.048339735,26,79.35156822,7.179362327,0,0,11.96011975,,0.243552844,0.589497713,0.299199903,0.165237754,0,0.211457838,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
9,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.893959575,1.066876133,3.246096719,0.937983431,46,40.64739943,0,0,0,9.747240692,,0.0057217,0.009122542,0,0,8.320124447,0,0.764848804,7.761140168,32.74440765,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
7,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.234898938,1.68687928,5.487058862,1.072041222,126,47.0584631,0,0,0,8.393752575,22.22907096,0,1.135794632,4.799233004,5.358474329,2.138333209,0,8.139833063,0.747041311,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
10,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.340939363,1.306651072,4.590674005,1.250644575,65,63.97944093,0,0,0,8.874180913,,0.934127253,14.15611953,0.193586189,0,0,0,0.434212806,11.42833009,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
11,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.335234841,0.653325536,1.978417097,0.929130466,31,68.80438328,0,0,0,0,,0.857541244,26.4388144,0.427152077,0.160054315,0.081244309,0.073060155,0.505802408,1.749737002,0.902214367,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
13,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.78791915,1.508790696,4.96196877,1.095847984,72,51.29200816,15.83248228,0,0,3.071083874,,0,8.410573751,9.353569895,7.63707608,0,0,0,3.071838431,1.331372373,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
14,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.335234841,0.653325536,2.240962143,1.192092698,26,37.29969561,2.104952745,0,0,6.708978862,,0.007941703,0.010514428,0.647565583,1.397034619,2.360770851,2.349676378,0,37.70593703,9.406933933,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
16,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,4.805032717,2.473450559,8.208065488,1.115771881,122,69.20790076,0,0,0,0,,0.496775191,18.23644489,8.82537365,1.048920956,0,0,2.184581757,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
18,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,24,95.6951499,0,0,0,3.110331856,,0,0,0.107086438,0.115015311,0.129607762,0.147412787,0.179987564,0.226039207,0.289364625,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
20,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.670469681,0.923941834,3.246096719,1.250644575,15,0,19.14353967,0,0,0,,0.606017001,49.18962419,0,0,0,31.06081188,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
17,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,10,51.39757395,32.53790438,0,0,0.148189871,,0.713104056,0.108667626,6.52416423,0,0,0,0,8.570388705,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
21,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.558724735,0.84343964,2.612256908,0.971905435,50,52.41222978,0,0,0,0,,1.27589684,0,0,0,0,0,0,3.870490566,42.44137704,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
23,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.670469681,0.923941834,2.79790429,0.929130466,37,38.89968395,50.1347065,0,0,0,,0.029844695,10.27590334,0.097500643,0.059962762,0.067433406,0.076515216,0.093066279,0.116543972,0.148842065,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
22,CM03,3C,CM03_03,Crataegus monogyna,PM10,21.6785197,5.253755662,17.76070826,1.157926715,690,43.74033809,3.320585564,0,0,0.501978071,16.14489406,0,1.486641727,0,7.397666574,3.015896305,3.52153182,0,1.385833975,0,0,19.4846347,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
24,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.011409044,1.600314199,7.279828576,2.096679471,90,42.64970124,0,0,0,0,,1.207141299,12.1771954,6.538718939,0,0,0,23.81782979,10.80474332,2.804671973,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
25,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.117449469,1.192803778,3.694289147,0.971905435,39,44.14465427,0,0,0,15.33766538,,0.104243588,0,17.90921539,6.529442221,0,0,5.437050015,10.53772569,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
29,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.676174204,1.46088031,4.776321387,1.083073842,86,38.90711069,0,0,0,1.314162649,,0.192880817,0.087437552,3.944880888,24.28960502,12.15486303,15.30216783,3.538695723,0,0.268189725,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
28,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.782214628,0.997971241,3.060449336,0.952872057,42,63.56189251,0,0,0,13.56814951,,0.027322065,3.351592645,0,0,0,0,0,19.49103773,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
32,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.793623673,1.88598837,6.940385866,1.372111699,87,43.3521688,2.964699455,0,0,1.666205563,,1.939284615,0.046301799,2.460973337,9.439425915,6.499046087,0.419527339,4.20903787,0,27.00332999,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
30,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.340939363,1.306651072,4.142481576,1.018361958,47,52.68042088,0.727339881,0,0,8.192068338,,0.004804506,3.257203847,4.95801717,9.259337187,0,0,20.92080861,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
33,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.446979788,0.754395348,2.164064479,0.83376305,30,51.64827108,19.36213672,0,0,0,,1.301540527,0.012141981,1.073194016,3.972546384,0,0,0,22.63017148,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
34,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.78791915,1.508790696,5.224513816,1.214881794,66,30.37927151,17.72182584,0,0,2.762450837,,4.362223297,0.263737701,3.088306822,4.299360886,18.61812025,18.46433431,0.040358672,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
31,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.899664097,1.555225852,5.224513816,1.143418159,93,37.07277179,0,0,0,3.584589437,,0,1.69868581,31.95646703,12.45076284,0,0,0,13.2367149,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
35,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.005704522,1.131593022,3.694289147,1.079894928,54,62.56653666,17.43595749,0,0,0,,0,19.99751031,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
36,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.558724735,0.84343964,2.612256908,0.971905435,37,61.54040098,0,0,0,7.714820653,,2.151262201,9.357829392,0.211185194,0,0,0,0,7.332417369,11.69207245,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
38,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,3.24060346,2.03127164,6.492193438,1.0350162,90,50.00939965,0,0,0,1.561420597,,2.941266261,6.822562963,0,2.894451655,15.63115269,16.98516756,0,3.154572099,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
37,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,3.352348407,2.065996747,7.202930912,1.231571091,133,36.27811968,21.22729868,0,0,14.19491917,,0,0,19.24880892,7.887747884,0,0.700958306,0,0.462153926,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
39,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,19,77.29947567,0,0,0,17.19850302,,0.260759424,0.128878059,0.460028183,0.493607856,0.555293681,0.631334726,0.770151289,0.966240931,1.235724892,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
42,CM03,3C,CM03_03,Crataegus monogyna,PM10,7.375166496,3.06436839,10.8203224,1.263277348,204,52.17656493,9.818416834,0,0,7.66126439,,0,1.060368773,0,0,0,0,0,1.056798827,28.22659314,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
41,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.346643885,1.728536893,5.487058862,1.02099164,102,47.20719755,0,0,0,11.79309487,,0,10.25249213,0.862187985,0.422544219,0.148365425,0.304440851,0,24.57701117,4.432667792,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
44,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.564429257,1.411344463,5.672706244,1.636872287,55,70.67843676,0,0,0,0,,0,28.24162543,0,0,0.146190752,0.165444764,0.200297264,0.24987238,0.318131573,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
40,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.893959575,1.066876133,3.246096719,0.937983431,44,20.88954896,12.87038475,0,0,4.405078664,,4.744709656,0,29.64093387,19.96502131,0,0,0,7.484328002,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
46,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,1.005704522,1.131593022,3.431744101,0.931857543,40,72.99597859,0,0,0,0,,3.597291559,22.99053967,0,0.040838917,0.082126941,0.051881158,0.062864943,0.078487868,0.099990342,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
45,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,0.446979788,0.754395348,2.164064479,0.83376305,7,64.4435823,28.76125574,0,0,0,,0.068962399,0,1.642029919,1.047562808,0.537232962,0.611237064,0.747321732,0.939038303,1.201770455,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
48,CM03,3C,CM03_03,Crataegus monogyna,PM10,5.698992292,2.693730193,8.841905299,1.091650919,188,62.74433136,0,0,0,21.6212824,,0,0.520175416,0,0,0,10.86274013,0,4.251471162,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
47,CM03,3C,CM03_03,Crataegus monogyna,PM2.5,2.234898938,1.68687928,5.410161198,1.042203812,86,50.13473034,16.93036705,0,0,1.676138863,,0,0,0.626878813,0,0,0,3.674835339,18.22339594,8.733656257,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"stub with mounted sample fell on the floor before scanning, might affect results"
1,CS01,21A,CS01_01,castanea sativa,PM2.5,1.78791915,1.508790696,5.224513816,1.214881794,74,71.11369371,0,,0,7.974013686,0,2.980308421,0,0,0,0,0,0,16.70055687,1.231422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CS01,21A,CS01_01,castanea sativa,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,9,40.16818106,16.5763855,,0,0.428391667,0,0.647358131,1.073414367,3.723002225,3.987983242,4.462898895,5.072328821,6.183261424,7.761842757,9.914948791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CS01,21A,CS01_01,castanea sativa,PM2.5,2.234898938,1.68687928,5.749603908,1.177085747,87,71.63082957,0,,0,2.288337797,0,14.26258832,1.007703505,0,0,0,0,3.329671919,7.480869442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CS01,21A,CS01_01,castanea sativa,PM2.5,2.681878726,1.847883667,5.781455963,0.991803062,59,67.63895154,6.794652343,,0,0,0,1.510027889,1.297456119,0,0,7.66684562,0,3.609037399,8.396394551,3.086637892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CS01,21A,CS01_01,castanea sativa,PM2.5,1.005704522,1.131593022,3.431744101,0.931857543,28,31.3436389,2.972334437,,0,0,0,0.042295497,0,0,0,0,46.14897966,19.4927603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CS01,21A,CS01_01,castanea sativa,PM2.5,0.782214628,0.997971241,3.060449336,0.952872057,30,0,10.01978293,,0,0.371894683,0,0.067467324,0.155170052,14.55189139,36.85400188,19.75929439,9.022174776,6.056806818,0,3.14152129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CS01,21A,CS01_01,castanea sativa,PM2.5,2.123153991,1.644166543,5.672706244,1.206116422,49,53.3403039,3.287158906,,0,8.027327806,0,12.58567423,5.239973217,0,0,0.097811781,0,2.629919536,14.7918269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CS01,21A,CS01_01,castanea sativa,PM10,5.922482186,2.746040517,8.547508198,0.981669787,144,54.45512533,0,,0,0,0,0.018562243,0,0,8.687512577,17.21204668,15.18274397,4.44400683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CS01,21A,CS01_01,castanea sativa,PM10,31.17684019,6.300443302,21.79444012,1.212409897,679,37.41770387,0,27.11512744,0,1.37166651,0,24.50131476,0,0,0,4.751240835,4.842946678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CS01,21A,CS01_02,castanea sativa,PM2.5,1.117449469,1.192803778,3.694289147,0.971905435,38,20.14648467,35.3962481,,0,0,0,0.033443997,0.054540974,0,0,17.47249514,0,7.693046331,14.8503229,4.353423044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CS01,21A,CS01_02,castanea sativa,PM2.5,0.223489894,0.533438066,1.607122332,0.919665974,32,0,45.67558467,,0,0,0,0.055664778,7.391062379,1.545413956,2.64305789,1.111413352,6.644933671,0,0,34.93287265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CS01,21A,CS01_02,castanea sativa,PM2.5,0.782214628,0.997971241,3.246096719,1.071981064,29,40.93291759,0,,0,0.135671161,0,0.102585636,0.028823505,0,0,32.89368451,25.90631843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CS01,21A,CS01_02,castanea sativa,PM2.5,1.340939363,1.306651072,5.224513816,1.619842392,43,0,8.158516139,,0,4.066635296,0,19.34085488,0,0,28.81051302,22.57958651,10.01324877,3.059676103,1.065808535,2.905168198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,CS01,21A,CS01_02,castanea sativa,PM10,13.63288352,4.166284485,13.65007874,1.087608831,415,19.53622103,0,35.48262119,0,0.343015441,0,37.89526522,0.092293136,2.680785395,0.996417366,0,0,0,0,2.973374724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,CS01,21A,CS01_02,castanea sativa,PM2.5,2.234898938,1.68687928,5.93525129,1.254326129,38,40.11092782,11.08848974,,0,8.665380627,0,1.483344845,0,0,0,0,38.6518538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,CS01,21A,CS01_02,castanea sativa,PM2.5,3.017113566,1.959976608,6.044001009,0.963490717,62,14.52096403,0,,0,8.77353102,0,5.15406616,11.68366224,42.88572669,13.13567311,0,0,0,0,3.846361116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,CS01,21A,CS01_02,castanea sativa,PM2.5,0.446979788,0.754395348,2.426609525,1.048339735,25,74.53528643,0,,0,0,0,0.030943714,0,0,12.23786101,12.51874417,0,0.677170698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,CS01,21A,CS01_02,castanea sativa,PM2.5,3.799328195,2.199421492,7.126033249,1.063601679,121,0,21.93941474,,0,0,0,42.37615764,1.711895876,6.459031999,16.59480333,9.89240855,0.42593861,0,0,0.600349763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,CS01,21A,CS01_02,castanea sativa,PM10,12.96241384,4.062543279,13.69512435,1.151426481,365,14.35643584,0,24.45060611,0,0,0,37.87762523,0,3.189082816,0,0.839534588,3.302333876,14.60481137,1.379573252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CS01,21A,CS01_03,castanea sativa,PM2.5,0.558724735,0.84343964,2.612256908,0.971905435,41,83.36846828,1.086661499,0,0,3.037318029,,0,0.096842524,7.763624936,2.793485112,0.173313834,1.257904712,0.161731662,0,0.260651694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CS01,21A,CS01_03,castanea sativa,PM2.5,1.676174204,1.46088031,5.487058862,1.429388295,55,63.44183683,0,0,0,2.846423537,,0,12.78852671,8.998032659,0,0,0,1.932951622,9.992223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CS01,21A,CS01_03,castanea sativa,PM2.5,0.446979788,0.754395348,2.426609525,1.048339735,27,4.189531505,6.767250597,0,0,1.554621104,,0.009430447,0,19.4755137,15.50178081,0,0,40.66538811,8.846990764,2.989488468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CS01,21A,CS01_03,castanea sativa,PM2.5,1.564429257,1.411344463,4.513776341,1.036368677,48,0,7.221505791,0,0,5.464170501,,0.00800856,0,0.934793241,24.01387841,36.84798777,10.54121107,6.27412945,2.718319558,5.975998566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CS01,21A,CS01_03,castanea sativa,PM2.5,1.340939363,1.306651072,4.065583912,0.980904789,39,31.31977618,0,0,0,1.138044987,,0,0.011865285,24.7559756,5.392419919,0,6.618560106,0,26.14396513,4.619397223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CS01,21A,CS01_03,castanea sativa,PM10,11.28623964,3.790789709,13.80387407,1.34351601,260,64.29204941,0,0,0,14.32119608,,0,0,0,0,0,10.89414507,10.49260646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CS01,21A,CS01_03,castanea sativa,PM2.5,4.69328777,2.444520318,7.651123341,0.992575059,117,29.46702242,2.924049459,0,0,0,,0,0,0,0,2.915215865,9.09672603,7.461734116,6.629662216,41.5055871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,CS01,21A,CS01_03,castanea sativa,PM2.5,0.670469681,0.923941834,2.79790429,0.929130466,27,0,70.08283734,0,0,9.100226313,,11.70925573,0.109302672,3.046671487,2.642033622,0,0.522629125,0,0,2.787041664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CS01,21A,CS01_03,castanea sativa,PM2.5,2.346643885,1.728536893,5.858353627,1.163842238,66,19.75780278,0,0,0,0,,0,0.722322008,1.820393093,2.739037573,0,0,56.84131384,14.64821845,3.470916674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,CS01,21A,CS01_03,castanea sativa,PM10,18.21442635,4.815737525,19.21403527,1.612916204,362,48.75079095,25.35466254,0,0,2.015360445,,1.603279822,0.473125046,9.886971861,4.882118851,0,4.505009204,0,0,2.528683841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,CS01,21A,CS01_03,castanea sativa,PM2.5,1.899664097,1.555225852,5.147616152,1.110006779,47,59.90086198,20.35774142,0,0,1.792608947,,3.917012736,0.313592446,2.429698035,2.629368752,0,0,0,8.659118414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CS01,21A,CS01_03,castanea sativa,PM2.5,1.899664097,1.555225852,4.96196877,1.031386338,56,24.76492077,0,0,0,0,,0.067631115,0,8.220117539,8.502954245,25.96426308,13.52076828,0,18.95934194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,CS01,21A,CS01_03,castanea sativa,PM10,68.94663224,9.369395853,36.78909615,1.562123315,1463,62.52277493,21.89250886,0,0,0,,0,1.898284256,7.844977081,3.012868203,0,0,2.828575298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,CS01,21A,CS01_03,castanea sativa,PM2.5,1.78791915,1.508790696,5.147616152,1.179382202,59,77.49224305,0,0,0,4.840380698,,0,0.039863258,3.20465751,6.925822794,0.171348825,0.571089052,0,6.754589081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,CS01,21A,CS01_03,castanea sativa,PM2.5,0.335234841,0.653325536,1.978417097,0.929130466,16,33.51785243,25.28350651,0,0,22.23928422,,0.050526991,0.085017242,0,0,0,0,18.82380694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,CS01,21A,CS01_03,castanea sativa,PM10,7.263421549,3.04106487,10.18648259,1.136834854,214,69.26065087,0,0,0,2.895410545,,0,0,6.679380685,0,0,0,0,11.71627492,9.44827795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,CS01,21A,CS01_03,castanea sativa,PM10,29.83590082,6.16346078,21.60879274,1.245408969,766,52.1178484,0,0,0,9.988924861,21.95494622,0,0.159634557,2.593986131,4.625846073,1.365779713,0.549617363,0,6.643424183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CS01,21A,CS01_03,castanea sativa,PM2.5,3.017113566,1.959976608,6.306546055,1.049014815,86,56.92647099,0.882822089,0,0,0,,6.764867157,6.410522014,25.48103631,0,0,0,0,3.534281254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,CS01,21A,CS01_03,castanea sativa,PM2.5,0.893959575,1.066876133,3.694289147,1.214881794,18,22.77570367,0,0,0,0,,0.937562902,1.783464104,5.10225296,20.86876482,20.70393413,22.36558199,3.831017762,0,1.631713472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,CS01,21A,CS01_03,castanea sativa,PM2.5,3.128858513,1.995942481,6.306546055,1.01155,81,53.44852209,0,0,0,10.65386683,,1.726722531,12.38357127,8.170351386,10.15999392,0,0,1.891959459,1.040637866,0.524372933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CS01,21A,CS01_03,castanea sativa,PM2.5,0.558724735,0.84343964,2.612256908,0.971905435,33,79.61261272,0,0,0,0,,0.685204752,3.38560082,0,0,8.999411017,0,1.401051972,4.105713964,1.810401119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
