doy,date,time,rh,temp,pressure,net_rad,par,wind_speed,wind_direction,precipitation
152,2022-06-01,01:00:00,94.2,9.29,1012,NA,0.032,0.079,233.4,NA
152,2022-06-01,01:30:00,94.7,9.26,1012,NA,0.023,0.129,176.1,NA
152,2022-06-01,02:00:00,95,9.26,1012,NA,0.025,0.128,192.7,NA
152,2022-06-01,02:30:00,95.4,9.17,1012,NA,0.03,0.096,154.5,NA
152,2022-06-01,03:00:00,95.6,9.06,1012,NA,0.029,0.1,179.6,NA
152,2022-06-01,03:30:00,95.8,9.07,1012,NA,0.037,0.044,173.5,NA
152,2022-06-01,04:00:00,96,9.07,1012,NA,0.029,0.125,177.6,NA
152,2022-06-01,04:30:00,96.1,8.89,1012,NA,0.113,0.091,224.7,NA
152,2022-06-01,05:00:00,96.3,8.59,1012,NA,2.375,0.096,186.6,NA
152,2022-06-01,05:30:00,96.5,8.53,1013,NA,11.93,0.18,231.2,NA
152,2022-06-01,06:00:00,96.4,8.27,1013,NA,27.74,0.069,245,NA
152,2022-06-01,06:30:00,96.6,8.12,1013,NA,42.53,0.116,159.1,NA
152,2022-06-01,07:00:00,96.7,8.4,1013,NA,70.2,0.237,138.8,NA
152,2022-06-01,07:30:00,96.5,8.7,1013,NA,63.16,0.125,170.5,NA
152,2022-06-01,08:00:00,96.2,8.98,1014,NA,98.6,0.169,187.7,NA
152,2022-06-01,08:30:00,95.6,9.27,1014,NA,93.3,0.13,185.8,NA
152,2022-06-01,09:00:00,94.3,10,1014,NA,206.6,0.132,196.8,NA
152,2022-06-01,09:30:00,91,10.64,1014,NA,243.9,0.169,188.6,NA
152,2022-06-01,10:00:00,85.7,11.44,1014,NA,296.5,0.14,178.9,NA
152,2022-06-01,10:30:00,81.7,11.71,1014,NA,485.7,0.293,190.6,NA
152,2022-06-01,11:00:00,74.1,12.79,1014,NA,467.6,0.282,176.8,NA
152,2022-06-01,11:30:00,70.9,13.57,1015,NA,747,0.141,182,NA
152,2022-06-01,12:00:00,64.64,14.55,1015,NA,582.5,0.268,221.3,NA
152,2022-06-01,12:30:00,65.09,15.2,1015,NA,992,0.084,222.4,NA
152,2022-06-01,13:00:00,60.29,16.89,1015,NA,1508,0.21,197.4,NA
152,2022-06-01,13:30:00,60.2,16.97,1015,NA,1461,0.197,217.7,NA
152,2022-06-01,14:00:00,59.79,16.89,1015,NA,1454,0.196,199.7,NA
152,2022-06-01,14:30:00,59.34,16.97,1015,NA,1430,0.188,179,NA
152,2022-06-01,15:00:00,57.53,17.04,1015,NA,1384,0.238,191.3,NA
152,2022-06-01,15:30:00,52.35,17.21,1015,NA,1308,0.221,185,NA
152,2022-06-01,16:00:00,51.02,17.47,1015,NA,1115,0.189,227.3,NA
152,2022-06-01,16:30:00,47.1,17.59,1015,NA,1049,0.172,191.7,NA
152,2022-06-01,17:00:00,46.12,17.73,1015,NA,925,0.103,178,NA
152,2022-06-01,17:30:00,49.92,17.26,1015,NA,820,0.21,231.7,NA
152,2022-06-01,18:00:00,53.4,16.46,1015,NA,191.5,0.089,166.8,NA
152,2022-06-01,18:30:00,53.75,15.93,1015,NA,95.5,0.071,206.2,NA
152,2022-06-01,19:00:00,54.64,15.42,1015,NA,99,0.028,146.9,NA
152,2022-06-01,19:30:00,55.23,15.18,1015,NA,73.3,0.034,235.5,NA
152,2022-06-01,20:00:00,58.53,14.49,1015,NA,56.47,0.012,327.8,NA
152,2022-06-01,20:30:00,61.86,13.98,1015,NA,43.18,0.003,143.9,NA
152,2022-06-01,21:00:00,65.8,13.2,1015,NA,27.1,0,85.2,NA
152,2022-06-01,21:30:00,68.93,12,1016,NA,10.96,0,79.6,NA
152,2022-06-01,22:00:00,70.6,10.94,1016,NA,1.926,0,79.6,NA
152,2022-06-01,22:30:00,72.6,10.15,1016,NA,0.043,0,79.6,NA
152,2022-06-01,23:00:00,76.3,9.67,1016,NA,0,0,79.6,NA
152,2022-06-01,23:30:00,80,9.32,1016,NA,0,0,79.6,NA
153,2022-06-02,00:00:00,82.4,8.9,1016,NA,0,0,79.6,NA
153,2022-06-02,00:30:00,84.1,8.5,1016,NA,0,0,79.6,NA
153,2022-06-02,01:00:00,85.6,8.09,1016,NA,0,0,79.6,NA
153,2022-06-02,01:30:00,87.6,7.92,1016,NA,0,0,138.7,NA
153,2022-06-02,02:00:00,89,7.72,1016,NA,0,0,336.5,NA
153,2022-06-02,02:30:00,90,7.33,1016,NA,0,0,336.9,NA
153,2022-06-02,03:00:00,90.7,6.937,1016,NA,0,0,336.9,NA
153,2022-06-02,03:30:00,91.5,6.721,1016,NA,0,0,336.3,NA
153,2022-06-02,04:00:00,92.2,6.642,1015,NA,0,0,336.1,NA
153,2022-06-02,04:30:00,92.5,6.339,1015,NA,0.122,0,336.1,NA
153,2022-06-02,05:00:00,92.9,5.914,1015,NA,3.051,0,336.1,NA
153,2022-06-02,05:30:00,93.5,5.838,1015,NA,14.39,0,336.1,NA
153,2022-06-02,06:00:00,93.9,5.956,1015,NA,35.94,0,336,NA
153,2022-06-02,06:30:00,94.4,6.392,1015,NA,48.1,0,335.2,NA
153,2022-06-02,07:00:00,94.7,7.09,1015,NA,51.88,0,308.2,NA
153,2022-06-02,07:30:00,95.3,8.36,1015,NA,57.36,0.002,197.7,NA
153,2022-06-02,08:00:00,94.7,9.94,1015,NA,62.41,0.033,192.8,NA
153,2022-06-02,08:30:00,91.4,11.18,1015,NA,68.21,0.041,166.9,NA
153,2022-06-02,09:00:00,84.8,12.25,1015,NA,103.6,0.087,180.1,NA
153,2022-06-02,09:30:00,77.8,13.3,1015,NA,283.3,0.079,205.2,NA
153,2022-06-02,10:00:00,73.4,14.28,1015,NA,467.4,0.104,118.4,NA
153,2022-06-02,10:30:00,67.65,15.1,1015,NA,602,0.048,213,NA
153,2022-06-02,11:00:00,61.38,15.96,1015,NA,587.8,0.138,196.9,NA
153,2022-06-02,11:30:00,60.37,16.47,1014,NA,819,0.134,200,NA
153,2022-06-02,12:00:00,57.98,17.01,1014,NA,570.3,0.126,191.9,NA
153,2022-06-02,12:30:00,59.41,16.76,1014,NA,423.3,0.086,198.4,NA
153,2022-06-02,13:00:00,61.93,16.22,1014,NA,286.5,0.011,200.5,NA
153,2022-06-02,13:30:00,63.7,16.13,1014,NA,232.9,0.036,225.4,NA
153,2022-06-02,14:00:00,62.31,16.23,1014,NA,339.4,0.033,219,NA
153,2022-06-02,14:30:00,53.11,16.2,1014,NA,365.1,0.163,202.7,NA
153,2022-06-02,15:00:00,52.82,16.36,1014,NA,342.6,0.082,163.5,NA
153,2022-06-02,15:30:00,50.68,17.35,1013,NA,675.6,0.101,211.3,NA
153,2022-06-02,16:00:00,55.99,17.43,1013,NA,359.5,0.119,233.9,NA
153,2022-06-02,16:30:00,59.09,16.79,1013,NA,199.4,0.032,151.2,NA
153,2022-06-02,17:00:00,52.01,16.65,1013,NA,233.6,0.182,165,NA
153,2022-06-02,17:30:00,54.13,16.49,1013,NA,201.6,0.113,178.3,NA
153,2022-06-02,18:00:00,56.02,15.97,1013,NA,42.63,0.337,211.4,NA
153,2022-06-02,18:30:00,72.9,14.32,1013,NA,25.86,0.351,179.4,NA
153,2022-06-02,19:00:00,79.3,13.59,1013,NA,47.19,0.186,152.9,NA
153,2022-06-02,19:30:00,81,13.3,1014,NA,24.46,0.156,193.9,NA
153,2022-06-02,20:00:00,84,12.81,1014,NA,5.363,0.086,229,NA
153,2022-06-02,20:30:00,88.4,11.74,1014,NA,7.83,0.021,243.7,NA
153,2022-06-02,21:00:00,91,11.42,1014,NA,4.297,0.013,269.2,NA
153,2022-06-02,21:30:00,92.6,11.2,1014,NA,1.589,0.002,300.7,NA
153,2022-06-02,22:00:00,93.6,11.2,1014,NA,0.623,0,304.4,NA
153,2022-06-02,22:30:00,94.3,11.24,1014,NA,0.055,0,289.5,NA
153,2022-06-02,23:00:00,94.8,11.22,1014,NA,0.028,0.001,323.5,NA
153,2022-06-02,23:30:00,95.3,11.24,1014,NA,0.03,0.002,251.6,NA
154,2022-06-03,00:00:00,95.6,11.11,1014,NA,0.022,0,0.138,NA
154,2022-06-03,00:30:00,95.8,10.96,1014,NA,0.033,0,0.188,NA
154,2022-06-03,01:00:00,96.1,10.97,1014,NA,0.033,0,0.191,NA
154,2022-06-03,01:30:00,96.3,11.14,1014,NA,0.04,0,0.183,NA
154,2022-06-03,02:00:00,96.4,11.16,1014,NA,0.018,0,0.096,NA
154,2022-06-03,02:30:00,96.5,11.19,1014,NA,0.032,0,0.094,NA
154,2022-06-03,03:00:00,96.7,11.16,1014,NA,0.038,0,0.094,NA
154,2022-06-03,03:30:00,96.8,11.16,1014,NA,0.029,0,0.096,NA
154,2022-06-03,04:00:00,96.8,10.99,1014,NA,0.026,0,0.101,NA
154,2022-06-03,04:30:00,97,10.78,1014,NA,0.053,0,0.183,NA
154,2022-06-03,05:00:00,97.1,10.73,1014,NA,0.737,0,0.097,NA
154,2022-06-03,05:30:00,97.2,10.54,1014,NA,4.133,0.001,8.87,NA
154,2022-06-03,06:00:00,97.3,10.41,1014,NA,28.25,0,351.1,NA
154,2022-06-03,06:30:00,97.5,10.6,1014,NA,52.68,0,351.3,NA
154,2022-06-03,07:00:00,97.6,10.82,1014,NA,87.2,0,351.2,NA
154,2022-06-03,07:30:00,97.7,10.94,1014,NA,105.5,0,331.7,NA
154,2022-06-03,08:00:00,97.8,11.2,1015,NA,209,0,2.107,NA
154,2022-06-03,08:30:00,97.9,11.7,1015,NA,235,0.002,24.89,NA
154,2022-06-03,09:00:00,97.7,12.17,1015,NA,242.9,0,135.2,NA
154,2022-06-03,09:30:00,97.5,11.85,1015,NA,277.1,0.03,147.2,NA
154,2022-06-03,10:00:00,97.3,12.17,1015,NA,337.9,0.066,152.8,NA
154,2022-06-03,10:30:00,96.6,12.65,1015,NA,543.1,0.09,184.6,NA
154,2022-06-03,11:00:00,95.2,13.27,1016,NA,397.6,0.177,165.4,NA
154,2022-06-03,11:30:00,94.1,13.32,1016,NA,425.7,0.248,201,NA
154,2022-06-03,12:00:00,92.6,13.41,1016,NA,506.8,0.172,204,NA
154,2022-06-03,12:30:00,90.2,13.96,1016,NA,600.1,0.221,179.7,NA
154,2022-06-03,13:00:00,87.1,14.75,1016,NA,983,0.192,170,NA
154,2022-06-03,13:30:00,79,15.91,1016,NA,970,0.312,183.6,NA
154,2022-06-03,14:00:00,75.3,15.74,1017,NA,1235,0.298,191.5,NA
154,2022-06-03,14:30:00,73.5,16.3,1017,NA,978,0.382,203.2,NA
154,2022-06-03,15:00:00,76.6,15.53,1017,NA,567.6,0.148,201.7,NA
154,2022-06-03,15:30:00,74.8,15.73,1017,NA,968,0.375,204,NA
154,2022-06-03,16:00:00,72.8,16.49,1017,NA,1040,0.465,203.9,NA
154,2022-06-03,16:30:00,74.2,16.18,1017,NA,946,0.415,192.6,NA
154,2022-06-03,17:00:00,73.4,16.21,1017,NA,692.1,0.268,210,NA
154,2022-06-03,17:30:00,71.4,15.94,1017,NA,811,0.259,190.4,NA
154,2022-06-03,18:00:00,71.9,15.18,1017,NA,178.7,0.249,196.6,NA
154,2022-06-03,18:30:00,73.1,14.73,1017,NA,91.4,0.233,165.4,NA
154,2022-06-03,19:00:00,70.9,14.52,1017,NA,85.6,0.213,216.9,NA
154,2022-06-03,19:30:00,69.88,14.35,1017,NA,137.8,0.312,219.9,NA
154,2022-06-03,20:00:00,71.6,14.1,1017,NA,97.4,0.255,264.7,NA
154,2022-06-03,20:30:00,72.8,14.13,1017,NA,73.1,0.235,247,NA
154,2022-06-03,21:00:00,74.6,14.07,1017,NA,50.79,0.181,231.4,NA
154,2022-06-03,21:30:00,76.9,13.84,1018,NA,10.81,0.155,230.4,NA
154,2022-06-03,22:00:00,78,13.69,1018,NA,1.411,0.237,206,NA
154,2022-06-03,22:30:00,79.6,13.58,1018,NA,0.043,0.195,202.1,NA
154,2022-06-03,23:00:00,80.4,13.38,1018,NA,0.001,0.161,202,NA
154,2022-06-03,23:30:00,80,13.37,1018,NA,0,0.199,216.5,NA
155,2022-06-04,00:00:00,79,13.48,1018,NA,0,0.306,202.7,NA
155,2022-06-04,00:30:00,78.6,13.53,1018,NA,0.002,0.268,194,NA
155,2022-06-04,01:00:00,80.2,13.31,1018,NA,0.001,0.245,228.3,NA
155,2022-06-04,01:30:00,82.2,13.03,1019,NA,0.001,0.181,190.3,NA
155,2022-06-04,02:00:00,83.4,12.83,1019,NA,0.001,0.173,201,NA
155,2022-06-04,02:30:00,84.2,12.63,1019,NA,0.001,0.178,193.2,NA
155,2022-06-04,03:00:00,85,12.41,1019,NA,0,0.101,236.6,NA
155,2022-06-04,03:30:00,85.6,12.14,1019,NA,0.001,0.18,163.9,NA
155,2022-06-04,04:00:00,86.2,12,1019,NA,0.001,0.084,226.5,NA
155,2022-06-04,04:30:00,86.8,11.88,1019,NA,0.066,0.104,199.6,NA
155,2022-06-04,05:00:00,87.1,11.75,1019,NA,0.943,0.162,172.5,NA
155,2022-06-04,05:30:00,87.4,11.7,1020,NA,4.687,0.192,181.6,NA
155,2022-06-04,06:00:00,87.5,11.63,1020,NA,20.01,0.204,230.9,NA
155,2022-06-04,06:30:00,87.1,11.55,1020,NA,35.86,0.218,206.1,NA
155,2022-06-04,07:00:00,86.6,11.54,1020,NA,49.04,0.243,185.6,NA
155,2022-06-04,07:30:00,86.2,11.81,1020,NA,110.7,0.168,178.9,NA
155,2022-06-04,08:00:00,84.8,11.9,1020,NA,125.6,0.26,180.3,NA
155,2022-06-04,08:30:00,83.9,11.9,1020,NA,176.2,0.381,183.3,NA
155,2022-06-04,09:00:00,82.3,12.1,1020,NA,194.3,0.293,182.4,NA
155,2022-06-04,09:30:00,81.5,11.99,1020,NA,175.1,0.288,187.9,NA
155,2022-06-04,10:00:00,81.1,12.21,1020,NA,251.9,0.257,164.4,NA
155,2022-06-04,10:30:00,78.4,12.68,1020,NA,449.3,0.527,189.1,NA
155,2022-06-04,11:00:00,77.1,13.23,1020,NA,564.8,0.41,206.4,NA
155,2022-06-04,11:30:00,73.8,13.69,1020,NA,625.5,0.505,187.6,NA
155,2022-06-04,12:00:00,74.1,13.73,1020,NA,707,0.442,193.1,NA
155,2022-06-04,12:30:00,70.8,14.49,1020,NA,885,0.547,177.4,NA
155,2022-06-04,13:00:00,70.7,14.79,1020,NA,1054,0.418,194.1,NA
155,2022-06-04,13:30:00,66.42,16.21,1020,NA,1496,0.487,195.9,NA
155,2022-06-04,14:00:00,63.15,16.57,1020,NA,1471,0.529,192.3,NA
155,2022-06-04,14:30:00,64.1,16.34,1019,NA,1386,0.553,204.1,NA
155,2022-06-04,15:00:00,61.08,17.4,1019,NA,1247,0.366,176.7,NA
155,2022-06-04,15:30:00,67.2,15.56,1019,NA,717,0.483,186,NA
155,2022-06-04,16:00:00,66.4,16.12,1019,NA,801,0.284,199.5,NA
155,2022-06-04,16:30:00,66.76,16.33,1018,NA,986,0.44,200.4,NA
155,2022-06-04,17:00:00,67.58,15.9,1018,NA,780,0.468,194.1,NA
155,2022-06-04,17:30:00,67.36,16.19,1018,NA,736,0.355,204.4,NA
155,2022-06-04,18:00:00,68.77,15.65,1018,NA,347.8,0.454,214.6,NA
155,2022-06-04,18:30:00,72.1,14.61,1018,NA,210.6,0.316,221.6,NA
155,2022-06-04,19:00:00,73.1,14.45,1018,NA,223.6,0.383,198.2,NA
155,2022-06-04,19:30:00,71.9,14.95,1017,NA,228.4,0.383,181.9,NA
155,2022-06-04,20:00:00,72.7,14.58,1017,NA,125.5,0.286,203.1,NA
155,2022-06-04,20:30:00,74.5,14.11,1017,NA,74,0.297,210.6,NA
155,2022-06-04,21:00:00,74.5,13.83,1017,NA,38.9,0.245,216.1,NA
155,2022-06-04,21:30:00,76.6,13.39,1017,NA,12.77,0.202,211.3,NA
155,2022-06-04,22:00:00,79.2,12.9,1017,NA,2.742,0.125,210.7,NA
155,2022-06-04,22:30:00,81.9,12.53,1017,NA,0.119,0.117,222,NA
155,2022-06-04,23:00:00,83.6,12.27,1017,NA,0,0.17,241.8,NA
155,2022-06-04,23:30:00,84.8,12.13,1016,NA,0,0.074,260.9,NA
156,2022-06-05,00:00:00,86.3,12.19,1016,NA,0,0.098,259.8,NA
156,2022-06-05,00:30:00,85.7,12.32,1016,NA,0,0.107,187.7,NA
156,2022-06-05,01:00:00,86.1,12.05,1016,NA,0,0.058,201.7,NA
156,2022-06-05,01:30:00,87.4,11.88,1015,NA,0,0.016,63.84,NA
156,2022-06-05,02:00:00,88,12.04,1015,NA,0,0.021,169.9,NA
156,2022-06-05,02:30:00,88.3,11.96,1015,NA,0,0.042,137.8,NA
156,2022-06-05,03:00:00,89.1,11.88,1015,NA,0,0.022,136.4,NA
156,2022-06-05,03:30:00,89.8,11.76,1015,NA,0,0.047,267,NA
156,2022-06-05,04:00:00,90.4,11.66,1015,NA,0,0.045,103.8,NA
156,2022-06-05,04:30:00,90.7,11.62,1014,NA,0.163,0.053,181.5,NA
156,2022-06-05,05:00:00,90.6,11.46,1014,NA,2.243,0.097,195,NA
156,2022-06-05,05:30:00,91,11.49,1014,NA,5.271,0.076,238.8,NA
156,2022-06-05,06:00:00,91.5,11.44,1014,NA,13.11,0.063,229.6,NA
156,2022-06-05,06:30:00,92.6,11.32,1014,NA,40.82,0.097,238,NA
156,2022-06-05,07:00:00,93.1,11.25,1014,NA,44.96,0.123,261.7,NA
156,2022-06-05,07:30:00,93.4,11.5,1014,NA,95.5,0.065,234.2,NA
156,2022-06-05,08:00:00,93.4,11.65,1014,NA,52.82,0.021,238.1,NA
156,2022-06-05,08:30:00,93.8,11.84,1014,NA,124.8,0.009,205.1,NA
156,2022-06-05,09:00:00,94.1,12.12,1014,NA,146.9,0.101,204.4,NA
156,2022-06-05,09:30:00,94.4,11.74,1014,NA,134.9,0.136,190.4,NA
156,2022-06-05,10:00:00,94.8,11.58,1014,NA,171.6,0.116,163,NA
156,2022-06-05,10:30:00,95.2,11.87,1014,NA,229.9,0.087,201.1,NA
156,2022-06-05,11:00:00,95.2,11.55,1014,NA,132.1,0.101,144.4,NA
156,2022-06-05,11:30:00,95.5,11.17,1014,NA,117.7,0.13,236.2,NA
156,2022-06-05,12:00:00,95.7,10.9,1014,NA,122.2,0.162,216.1,NA
156,2022-06-05,12:30:00,96.1,10.82,1014,NA,159.9,0.14,233.3,NA
156,2022-06-05,13:00:00,96.1,10.86,1014,NA,128.6,0.112,183.7,NA
156,2022-06-05,13:30:00,96.3,10.97,1014,NA,163.7,0.046,130.2,NA
156,2022-06-05,14:00:00,96.4,10.99,1013,NA,85.9,0.013,220.3,NA
156,2022-06-05,14:30:00,96.6,11.18,1013,NA,112.5,0.041,237.1,NA
156,2022-06-05,15:00:00,96.6,10.98,1013,NA,117.4,0.199,181,NA
156,2022-06-05,15:30:00,96.8,10.81,1013,NA,116,0.184,206.6,NA
156,2022-06-05,16:00:00,97,10.9,1013,NA,145.8,0.1,198.3,NA
156,2022-06-05,16:30:00,97,10.96,1013,NA,114.2,0.128,245.5,NA
156,2022-06-05,17:00:00,97.2,10.81,1013,NA,107,0.087,156.7,NA
156,2022-06-05,17:30:00,97.2,10.86,1013,NA,87,0.139,174.4,NA
156,2022-06-05,18:00:00,97.4,10.88,1013,NA,77.4,0.14,192.4,NA
156,2022-06-05,18:30:00,97.5,10.76,1013,NA,46.48,0.105,213.3,NA
156,2022-06-05,19:00:00,97.7,10.74,1013,NA,57.12,0.137,190,NA
156,2022-06-05,19:30:00,97.8,10.78,1013,NA,47.37,0.077,202.5,NA
156,2022-06-05,20:00:00,97.9,10.74,1013,NA,25.99,0.11,216.1,NA
156,2022-06-05,20:30:00,98,10.71,1013,NA,14.99,0.078,206.5,NA
156,2022-06-05,21:00:00,98.1,10.7,1013,NA,8.15,0.041,105.3,NA
156,2022-06-05,21:30:00,98.2,10.68,1013,NA,3.644,0.042,193.1,NA
156,2022-06-05,22:00:00,98.2,10.64,1013,NA,0.578,0.087,236.6,NA
156,2022-06-05,22:30:00,98.3,10.62,1013,NA,0.052,0.052,187.7,NA
156,2022-06-05,23:00:00,98.3,10.75,1013,NA,0.04,0.002,250.1,NA
156,2022-06-05,23:30:00,98.4,10.82,1012,NA,0.042,0.044,206.8,NA
157,2022-06-06,00:00:00,98.4,10.89,1012,NA,0.031,0.005,297.9,NA
157,2022-06-06,00:30:00,98.4,10.89,1012,NA,0.031,0,294.2,NA
157,2022-06-06,01:00:00,98.4,10.91,1012,NA,0.025,0.003,303.1,NA
157,2022-06-06,01:30:00,98.5,10.89,1012,NA,0.044,0.006,66.51,NA
157,2022-06-06,02:00:00,98.5,10.84,1012,NA,0.043,0.02,88,NA
157,2022-06-06,02:30:00,98.6,10.8,1012,NA,0.032,0.093,147.6,NA
157,2022-06-06,03:00:00,98.5,10.66,1012,NA,0.025,0.067,164.2,NA
157,2022-06-06,03:30:00,98.6,10.56,1011,NA,0.032,0.076,186.5,NA
157,2022-06-06,04:00:00,98.6,10.42,1011,NA,0.043,0.034,141.9,NA
157,2022-06-06,04:30:00,98.6,10.4,1011,NA,0.111,0.012,55.07,NA
157,2022-06-06,05:00:00,98.5,10.37,1011,NA,2.177,0.01,114.2,NA
157,2022-06-06,05:30:00,98.5,10.29,1011,NA,9.45,0.003,44.5,NA
157,2022-06-06,06:00:00,98.6,10.45,1011,NA,18.66,0.006,197.1,NA
157,2022-06-06,06:30:00,98.6,10.54,1011,NA,32.17,0.003,57.98,NA
157,2022-06-06,07:00:00,98.6,10.67,1012,NA,54.22,0.019,267.3,NA
157,2022-06-06,07:30:00,98.5,10.76,1012,NA,86.9,0.028,189.3,NA
157,2022-06-06,08:00:00,98.4,11.14,1011,NA,156.1,0.001,216.8,NA
157,2022-06-06,08:30:00,98.1,11.53,1012,NA,185.7,0.027,281.4,NA
157,2022-06-06,09:00:00,97.7,11.53,1012,NA,146.4,0.018,141.7,NA
157,2022-06-06,09:30:00,97.3,11.65,1012,NA,193,0.014,173.8,NA
157,2022-06-06,10:00:00,96.5,12.04,1012,NA,328,0.095,208.4,NA
157,2022-06-06,10:30:00,94.4,12.8,1012,NA,479.4,0.14,225.6,NA
157,2022-06-06,11:00:00,89.7,13.51,1012,NA,587,0.156,205.5,NA
157,2022-06-06,11:30:00,83.4,14.17,1012,NA,704,0.135,185,NA
157,2022-06-06,12:00:00,78,14.47,1012,NA,695.2,0.234,218.2,NA
157,2022-06-06,12:30:00,74.7,15,1012,NA,610,0.097,239.4,NA
157,2022-06-06,13:00:00,72.7,15.03,1012,NA,673.2,0.157,207.3,NA
157,2022-06-06,13:30:00,72.2,15.1,1012,NA,699.6,0.18,223.3,NA
157,2022-06-06,14:00:00,67.54,15.9,1011,NA,1194,0.209,188.5,NA
157,2022-06-06,14:30:00,62.91,16.63,1011,NA,1385,0.229,177.2,NA
157,2022-06-06,15:00:00,59.88,17.04,1011,NA,1397,0.262,187.3,NA
157,2022-06-06,15:30:00,58.96,17.01,1011,NA,1331,0.325,225.3,NA
157,2022-06-06,16:00:00,58.79,17.34,1011,NA,1256,0.206,208.1,NA
157,2022-06-06,16:30:00,59.18,17.24,1011,NA,1052,0.243,184,NA
157,2022-06-06,17:00:00,58.45,16.86,1011,NA,929,0.19,187.1,NA
157,2022-06-06,17:30:00,60.61,16.34,1011,NA,845,0.262,209.6,NA
157,2022-06-06,18:00:00,66.06,15.12,1011,NA,84.3,0.191,173.4,NA
157,2022-06-06,18:30:00,67.74,14.75,1011,NA,70.1,0.126,172.8,NA
157,2022-06-06,19:00:00,68.96,14.47,1011,NA,64.53,0.083,179.6,NA
157,2022-06-06,19:30:00,71.8,14.11,1011,NA,57.56,0.103,252.2,NA
157,2022-06-06,20:00:00,74.5,13.57,1011,NA,49.22,0.045,257.7,NA
157,2022-06-06,20:30:00,78.3,12.96,1011,NA,39.28,0.009,231.9,NA
157,2022-06-06,21:00:00,81.1,12.31,1011,NA,27.51,0.007,209.9,NA
157,2022-06-06,21:30:00,83,11.9,1011,NA,13.35,0.012,22.43,NA
157,2022-06-06,22:00:00,84.6,11.31,1011,NA,2.903,0,24.75,NA
157,2022-06-06,22:30:00,86.3,10.74,1011,NA,0.163,0,24.74,NA
157,2022-06-06,23:00:00,87.7,10.2,1010,NA,0.001,0,24.8,NA
157,2022-06-06,23:30:00,88.8,9.89,1010,NA,0.001,0,24.81,NA
158,2022-06-07,00:00:00,89.7,9.52,1010,NA,0,0,24.81,NA
158,2022-06-07,00:30:00,90.3,9.14,1010,NA,0,0,24.81,NA
158,2022-06-07,01:00:00,91.3,8.98,1010,NA,0,0,24.81,NA
158,2022-06-07,01:30:00,92,8.84,1010,NA,0,0,24.81,NA
158,2022-06-07,02:00:00,92.5,8.61,1010,NA,0,0,24.81,NA
158,2022-06-07,02:30:00,93.1,8.55,1010,NA,0,0,24.81,NA
158,2022-06-07,03:00:00,93.8,8.34,1009,NA,0,0,24.72,NA
158,2022-06-07,03:30:00,93.9,7.74,1009,NA,0,0,24.72,NA
158,2022-06-07,04:00:00,94.4,7.35,1009,NA,0,0,24.72,NA
158,2022-06-07,04:30:00,94.8,7.16,1009,NA,0.212,0,24.72,NA
158,2022-06-07,05:00:00,95,6.946,1009,NA,3.522,0,24.73,NA
158,2022-06-07,05:30:00,95.4,6.947,1009,NA,18.6,0,24.73,NA
158,2022-06-07,06:00:00,95.7,7.23,1009,NA,39.04,0,24.73,NA
158,2022-06-07,06:30:00,96,7.76,1009,NA,44.56,0,24.73,NA
158,2022-06-07,07:00:00,96.2,8.37,1009,NA,48.1,0,24.72,NA
158,2022-06-07,07:30:00,96.7,9.45,1009,NA,58.95,0,47.16,NA
158,2022-06-07,08:00:00,96.7,10.52,1008,NA,63.75,0.015,218.7,NA
158,2022-06-07,08:30:00,96.1,11.33,1008,NA,75.2,0.068,116.3,NA
158,2022-06-07,09:00:00,93.9,12.31,1008,NA,105.2,0.052,231,NA
158,2022-06-07,09:30:00,89.2,13.32,1008,NA,100.5,0.17,176.3,NA
158,2022-06-07,10:00:00,82.6,14.35,1008,NA,185.6,0.156,166.4,NA
158,2022-06-07,10:30:00,76.7,15.21,1007,NA,621.6,0.15,160.1,NA
158,2022-06-07,11:00:00,74.8,15.5,1007,NA,477.7,0.191,222.2,NA
158,2022-06-07,11:30:00,74.4,15.78,1007,NA,663.6,0.106,194.8,NA
158,2022-06-07,12:00:00,71.5,16.26,1007,NA,759,0.286,217.6,NA
158,2022-06-07,12:30:00,72.9,15.91,1006,NA,635.5,0.251,230,NA
158,2022-06-07,13:00:00,73.2,15.61,1006,NA,457.1,0.242,237.3,NA
158,2022-06-07,13:30:00,74.7,15.59,1006,NA,450.9,0.144,193,NA
158,2022-06-07,14:00:00,71.8,16.84,1006,NA,1052,0.264,213.5,NA
158,2022-06-07,14:30:00,66.91,18.22,1005,NA,1402,0.366,199,NA
158,2022-06-07,15:00:00,66.22,18.27,1004,NA,1096,0.359,209.7,NA
158,2022-06-07,15:30:00,68.93,17.41,1004,NA,930,0.431,234.1,NA
158,2022-06-07,16:00:00,66.42,17.69,1004,NA,1145,0.474,219,NA
158,2022-06-07,16:30:00,63.49,18.58,1003,NA,1136,0.459,231,NA
158,2022-06-07,17:00:00,66.22,17.68,1003,NA,590.1,0.116,169.8,NA
158,2022-06-07,17:30:00,67.23,17.43,1002,NA,479.1,0.192,213.9,NA
158,2022-06-07,18:00:00,71.3,16.2,1002,NA,144.4,0.046,203.3,NA
158,2022-06-07,18:30:00,76.2,15.07,1002,NA,163.3,0.119,214.3,NA
158,2022-06-07,19:00:00,77.4,14.73,1002,NA,166.7,0.27,230.8,NA
158,2022-06-07,19:30:00,79.5,14.1,1001,NA,39.25,0.162,251.7,NA
